gene,degree_centrality,clustering_coeff,betweenness,kcore,loeuf,pubmed_count
WASF1,0.00424586521846458,0.177017783857729,2.22932829934854e-05,65,0.215,39
WASF2,0.00671439150826956,0.178540305010893,3.65819667843238e-05,96,0.311,58
WASF3,0.00261663786719329,0.182873730043541,5.13702302167072e-06,49,0.467,21
WASF4P,4.93705257960997e-05,0,0,1,,1
WASH1,0.00424586521846458,0.106155950752394,2.02594200612906e-05,65,,17
WASH2P,0.000394964206368798,0.321428571428571,3.82078205196236e-07,8,,8
WASH3P,0.00212293260923229,0.239202657807309,9.95028644335967e-06,39,,15
WASH4P,0.000246852628980499,0.2,4.28600652244269e-08,5,1.3,4
WASH6P,0.000789928412737596,0.325,1.08993626723684e-06,16,,10
WASL,0.00562823994075537,0.163173420276355,3.97725538680701e-05,82,0.375,70
WBP1,0.00202419155764009,0.0524390243902439,5.66038141035493e-06,39,1.408,10
WBP11,0.00775117254998766,0.163645271925527,6.41888370684375e-05,106,0.148,87
WBP1L,0.000394964206368798,0.214285714285714,3.65632586721778e-07,8,0.475,7
WBP2,0.00394964206368798,0.181962025316456,1.15891200078694e-05,68,0.591,52
WBP2NL,0.000493705257960997,0.155555555555556,1.20880599832139e-07,10,1.6,4
WBP4,0.00523327573438657,0.245283018867925,4.34900695349246e-05,89,1.018,26
WBP5,0.00153048629967909,0.18494623655914,1.88872337531128e-06,28,1.821,10
WBSCR16,0.00493705257960997,0.285858585858586,3.21291010966533e-05,84,0.958,32
WBSCR22,0.00256726734139719,0.307692307692308,7.10958471144776e-06,48,0.736,39
WBSCR27,0.00177733892865959,0.0682539682539683,5.51682408928617e-06,33,1.019,6
WBSCR28,9.87410515921995e-05,0,2.74103054285891e-08,2,1.638,2
WDFY1,0.00350530733152308,0.123138832997988,1.78981711303283e-05,52,0.752,22
WDFY2,0.00157985682547519,0.0181451612903226,1.78283943482386e-06,31,0.994,7
WDFY3,0.00523327573438657,0.0533692722371968,3.78163006849048e-05,71,0.071,34
WDFY4,0.000296223154776598,0.4,5.13675831685001e-08,6,0.304,6
WDHD1,0.00863984201431745,0.183579638752053,6.75482872302692e-05,113,0.8,66
WDPCP,9.87410515921995e-05,1,0,2,0.782,2
WDR1,0.0103678104171809,0.195169742538164,6.78376289695569e-05,127,0.22,110
WDR11,0.00671439150826956,0.158496732026144,2.73347228158817e-05,98,0.532,54
WDR12,0.00676376203406566,0.294224989265779,3.92332231284869e-05,108,0.637,69
WDR13,0.00108615156751419,0.108225108225108,3.39738250065706e-06,20,0.362,16
WDR17,0.000394964206368798,0.142857142857143,1.35459603143975e-07,8,0.85,7
WDR18,0.00612194519871637,0.298846052976659,9.87029869072292e-06,110,0.248,84
WDR19,0.00162922735127129,0.15530303030303,7.72366342244471e-06,29,0.561,15
WDR20,0.00419649469266848,0.125210084033613,9.51876126683954e-05,62,0.367,49
WDR24,0.00202419155764009,0.185365853658537,9.67011181303357e-06,33,0.68,27
WDR25,0.00271537891878549,0.063973063973064,1.65202831656666e-05,49,0.852,10
WDR26,0.00873858306590965,0.132768361581921,9.86116590158508e-05,107,0.085,90
WDR27,0.000394964206368798,0.25,1.76481539230812e-06,8,0.892,7
WDR3,0.00784991360157986,0.285566435793329,4.82134472964503e-05,123,0.73,92
WDR33,0.00705998518884226,0.209100758396533,3.36040164730142e-05,105,0.213,81
WDR34,0.00276474944458158,0.0954545454545455,1.37005734397585e-05,44,0.993,25
WDR35,0.00182670945445569,0.156156156156156,4.42536996225458e-06,32,0.815,16
WDR36,0.0102196988397926,0.268608414239482,3.37580115854961e-05,133,0.466,100
WDR37,0.00375215996050358,0.182456140350877,2.95987579074793e-05,64,0.412,26
WDR4,0.00434460627005678,0.161442006269592,1.56355908907555e-05,66,1.116,30
WDR41,0.00631942730190077,0.278666338582677,8.49763685146081e-06,110,1.111,32
WDR43,0.00572698099234757,0.346626686656672,6.58199872069197e-06,102,0.163,68
WDR44,0.00538138731177487,0.141352361535848,4.43538249020581e-05,80,0.195,40
WDR45,0.00236978523821279,0.11436170212766,1.77175482990929e-05,44,0.21,28
WDR45B,0.00315971365095038,0.0342261904761905,4.16023190558487e-05,46,0.551,16
WDR46,0.00834361885954085,0.271132713440406,3.07520773055691e-05,117,0.947,40
WDR47,0.00182670945445569,0.0915915915915916,1.5158979714894e-05,31,0.392,22
WDR48,0.00750431992100716,0.10822586266992,4.86126971289879e-05,93,0.215,87
WDR49,0.000148111577388299,0,7.47146881086444e-09,3,1.227,3
WDR5,0.0538138731177487,0.106696657989402,0.00148564056393551,147,0.124,244
WDR53,0.00138237472229079,0.0661375661375662,9.00392347277318e-07,27,0.974,7
WDR54,0.00236978523821279,0.0363475177304965,3.99784020155548e-05,34,1.311,12
WDR55,0.00296223154776598,0.20225988700565,6.76640023087679e-06,55,1.665,29
WDR59,0.00538138731177487,0.0919130139313626,6.40721312160336e-05,68,0.723,40
WDR5B,0.00241915576400889,0.143707482993197,9.10838351375796e-06,44,1.481,9
WDR6,0.0159466798321402,0.113551141280311,0.000205299982823626,129,0.742,117
WDR60,0.00222167366082449,0.127272727272727,1.07286241640134e-05,38,0.665,21
WDR61,0.00784991360157986,0.238277207228724,2.17716819455603e-05,114,0.724,89
WDR62,0.00508516415699827,0.144488863506568,2.96424956067903e-05,79,0.859,49
WDR63,0.000197482103184399,0,1.26209004169751e-07,4,0.757,3
WDR64,0.000789928412737596,0.05,1.07169183793227e-06,15,1.086,4
WDR66,0.000246852628980499,0.2,4.2224869487029e-08,5,0.718,5
WDR7,0.00251789681560109,0.283137254901961,3.82902367077887e-06,49,0.181,26
WDR70,0.00385090101209578,0.284715284715285,5.57864220971591e-06,72,0.757,48
WDR72,0.000394964206368798,0.214285714285714,1.02151360895293e-07,8,1.074,5
WDR73,0.00143174524808689,0.0246305418719212,2.05204506410197e-06,27,1.259,12
WDR74,0.00543075783757097,0.213844870725605,1.35352542312381e-05,89,1.122,43
WDR75,0.00498642310540607,0.256435643564356,1.98133938322704e-05,82,0.541,62
WDR76,0.0186126882251296,0.131243298154523,0.000108342860407045,147,0.853,27
WDR77,0.0180696124413725,0.171629612994985,0.000158783037161931,147,0.824,170
WDR78,0.000148111577388299,0.333333333333333,2.31984477420789e-09,3,0.933,3
WDR81,0.00182670945445569,0.201201201201201,6.47280470106661e-06,34,0.534,21
WDR82,0.00997284621081215,0.250825082508251,6.95113102323531e-05,128,0.396,101
WDR82P1,0.000197482103184399,1,0,4,,1
WDR83,0.00942977042705505,0.0923119316616148,7.22508774445849e-05,101,1.529,35
WDR83OS,0.000444334732164898,0.138888888888889,7.32910546788816e-06,8,1.652,8
WDR86,0.00123426314490249,0.35,2.61822578208532e-06,24,1.51,3
WDR87,0.00108615156751419,0.372294372294372,1.83564661034271e-07,22,0.943,13
WDR88,0.000246852628980499,0.3,4.8174375286175e-07,5,1.106,4
WDR89,0.00162922735127129,0.202651515151515,5.19713264779953e-06,31,1.189,14
WDR90,0.00167859787706739,0.158645276292335,1.82919283769713e-06,34,1.297,11
WDR91,0.00167859787706739,0.27807486631016,1.69572154489811e-05,31,0.621,25
WDR92,0.00592446309553197,0.223669467787115,1.91552663406217e-05,82,0.668,47
WDR93,4.93705257960997e-05,0,0,1,1.067,1
WDSUB1,0.000246852628980499,0.2,1.98325940468107e-07,5,1.359,5
WDTC1,0.00765243149839546,0.106577293674068,6.13443935533858e-05,93,0.23,39
WDYHV1,0.0211799555665268,0.0183539202230791,0.000907193081164905,94,1.349,15
WEE1,0.00434460627005678,0.175809822361547,1.60668304230412e-05,72,0.17,62
WEE2-AS1,0.00799802517896816,0.0828924162257496,2.33100056613643e-05,101,,3
WFDC1,0.000592446309553197,0.0151515151515152,2.17300241079075e-06,11,1.716,3
WFDC10A,9.87410515921995e-05,1,0,2,1.936,2
WFDC10B,9.87410515921995e-05,0,1.29654603940251e-08,2,1.793,2
WFDC11,0.000888669464329795,0.0784313725490196,1.80230310853035e-06,18,1.711,1
WFDC12,0.000296223154776598,0.333333333333333,2.97706050669976e-08,6,1.72,1
WFDC13,9.87410515921995e-05,0,1.0371404624552e-08,2,1.555,1
WFDC2,0.00118489261910639,0.0181159420289855,1.91967586135095e-06,24,0.572,5
WFDC3,0.000148111577388299,0,3.54094477893179e-08,3,1.585,2
WFDC5,0.000592446309553197,0.348484848484849,2.47161652611139e-07,12,1.241,3
WFDC6,0.000493705257960997,0.0888888888888889,5.61817228545104e-07,10,1.886,2
WFDC8,0.000197482103184399,0,2.87379257060761e-07,4,1.416,2
WFDC9,0.000246852628980499,0,1.48964378343326e-07,5,1.764,3
WFIKKN1,0.000394964206368798,0,5.8485291801083e-07,8,1.138,5
WFS1,0.00567761046655147,0.108619374523265,9.728818464097e-05,79,1.93,44
WHAMM,0.000444334732164898,0.0277777777777778,1.1770240117496e-07,9,1.153,7
WHAMMP1,4.93705257960997e-05,0,0,1,,1
WHAMMP2,4.93705257960997e-05,0,0,1,,1
WHAMMP3,0.00582572204393977,0.066782558307982,2.15023258771437e-05,76,,1
WHSC1,0.0129844482843742,0.203378515659014,7.80994664012e-05,139,0.119,73
WHSC1L1,0.00557886941495927,0.189949431099874,2.26673660385493e-05,85,0.142,56
WIBG,0.00681313255986176,0.237384957156458,3.76188922465186e-05,105,0.995,63
WIF1,0.00710935571463836,0.0387529137529138,4.61937412127361e-05,93,1.092,8
WIPF1,0.00212293260923229,0.124031007751938,6.58689281656921e-06,41,0.385,36
WIPF2,0.00197482103184399,0.166666666666667,9.17911428884382e-06,38,0.535,32
WIPF3,0.000691187361145396,0.417582417582418,1.22375878290435e-07,14,0.807,14
WIPI1,0.00246852628980499,0.0620408163265306,4.57189739458707e-06,42,0.649,11
WIPI2,0.00390027153789188,0.16910094125284,1.28225837052761e-05,67,0.619,39
WISP1,0.000197482103184399,0.166666666666667,9.00789200563344e-08,4,1.126,3
WISP2,0.000641816835349297,0.0128205128205128,8.84487533076726e-07,13,1.462,6
WISP3,0.000888669464329795,0.0065359477124183,7.2100299939658e-07,18,0.843,5
WIZ,0.0107627746235497,0.139348074240054,0.00011356576236196,114,0.225,96
WLS,0.00493705257960997,0.113939393939394,5.91575729015729e-05,64,0.545,34
WNK1,0.00641816835349297,0.177817531305903,3.6763341713912e-05,91,0.126,75
WNK2,0.00172796840286349,0.198319327731092,4.16296566299069e-06,33,0.21,28
WNK3,0.00271537891878549,0.212794612794613,4.75347231515661e-06,50,0.191,24
WNK4,0.000888669464329795,0.222222222222222,4.83497408702889e-07,18,1.049,23
WNT1,0.000345593680572698,0.0476190476190476,2.6002765450672e-07,7,0.603,7
WNT10A,0.00177733892865959,0.133333333333333,4.04714854071062e-06,34,1.369,3
WNT10B,0.00113552209331029,0.0671936758893281,1.37394510179107e-06,23,0.916,7
WNT11,0.00143174524808689,0.120689655172414,2.04354658331776e-05,28,0.812,9
WNT16,0.00143174524808689,0.061576354679803,2.2055447208625e-06,28,1.172,5
WNT2,0.000888669464329795,0.0392156862745098,1.6836538946434e-06,16,0.685,7
WNT2B,0.000246852628980499,0.3,2.01855609807351e-07,5,0.611,5
WNT3,0.000246852628980499,0.1,7.9822579680795e-08,5,0.404,5
WNT3A,0.00167859787706739,0.0909090909090909,7.13072708237506e-06,30,0.32,7
WNT4,0.00182670945445569,0.0780780780780781,1.11980794592593e-05,33,0.651,14
WNT5A,0.00311034312515428,0.0593958013312852,2.33873250904718e-05,46,0.269,13
WNT5B,0.000197482103184399,0.166666666666667,5.54611946089244e-08,4,0.494,4
WNT6,0.000345593680572698,0.238095238095238,1.3449425602663e-07,7,0.827,3
WNT7A,0.00187607998025179,0.103840682788051,4.24693914671608e-06,34,0.71,3
WNT7B,0.000394964206368798,0.25,7.296594719149e-07,8,0.82,7
WNT8A,0.000296223154776598,0.0666666666666667,6.39602089452584e-07,6,0.749,3
WNT8B,0.000246852628980499,0,4.01881859256841e-08,5,0.74,2
WNT9A,9.87410515921995e-05,0,2.40842842805237e-09,2,0.388,2
WNT9B,0.000345593680572698,0.0476190476190476,1.17357758292322e-07,7,0.581,6
WRAP53,0.00543075783757097,0.117931609674729,2.27265819306038e-05,78,0.69,29
WRAP73,0.00622068625030857,0.0925714285714286,4.31246009914324e-05,90,0.797,26
WRB,0.00320908417674648,0.0485576923076923,1.58316708769769e-05,47,1.215,13
WRN,0.00469019995062947,0.241881298992161,8.04132025586201e-06,79,0.945,88
WRNIP1,0.00641816835349297,0.182826475849732,2.34732031164934e-05,101,0.582,105
WSB1,0.00696124413725006,0.0628166160081054,2.85176284951647e-05,101,0.462,29
WSB2,0.00419649469266848,0.11484593837535,1.46568718318174e-05,77,0.358,14
WSCD2,4.93705257960997e-05,0,0,1,0.389,1
WT1,0.00335719575413478,0.091747146619842,2.56308555556383e-05,55,0.247,27
WT1-AS,0.000592446309553197,0.181818181818182,1.55139442974608e-07,12,,2
WTAP,0.00972599358183164,0.165596187713664,0.000135479620258062,124,0.13,75
WTH3DI,0.000394964206368798,0.25,6.2817869477435e-08,8,,7
WTIP,0.000592446309553197,0.196969696969697,2.95815653997789e-07,12,0.996,10
WWC1,0.00459145889903728,0.141421224871435,6.45919391906685e-05,70,0.433,40
WWC2,0.00143174524808689,0.347290640394089,1.92730674763673e-06,28,0.554,21
WWC2-AS2,4.93705257960997e-05,0,0,1,,1
WWC3,0.000789928412737596,0.3,9.47236927201909e-07,16,0.185,12
WWOX,0.0306097259935818,0.060727500130283,0.000763610089621209,144,1.532,68
WWP1,0.0125894840780054,0.0809634089856415,0.000183610608083886,119,0.248,119
WWP2,0.0415206121945199,0.103043429024404,0.000751412020527628,147,0.379,135
WWTR1,0.0191063934830906,0.0628322020055964,0.000111824537179122,133,0.356,48
WWTR1-AS1,4.93705257960997e-05,0,0,1,,1
XAB2,0.00883732411750185,0.312158684326157,2.16360141702938e-05,123,0.309,97
XAF1,0.00197482103184399,0.117948717948718,3.69919670065216e-05,33,1.702,18
XAGE1B,0.00207356208343619,0.0348432055749129,4.78315290978383e-06,36,,5
XAGE1E,0.000592446309553197,0.136363636363636,3.76564536704613e-07,12,,7
XAGE2,0.000740557886941496,0.180952380952381,4.18171473144386e-07,15,,9
XAGE3,0.000987410515921995,0.0842105263157895,3.75134083938625e-06,16,1.307,6
XBP1,0.00232041471241669,0.0989824236817761,1.3710089357742e-05,41,0.725,24
XBP1P1,0.000197482103184399,0.5,3.89214989396614e-09,4,,3
XCL1,0.00123426314490249,0.316666666666667,1.70779943097126e-05,17,1.866,4
XCL2,0.000888669464329795,0.320261437908497,5.45049061630488e-06,14,1.785,3
XCR1,9.87410515921995e-05,0,6.38235900874068e-09,2,1.084,2
XDH,0.000691187361145396,0.164835164835165,2.98190674160371e-07,14,0.857,12
XIAP,0.0117501851394717,0.0966209268517534,0.000181521364393657,113,0.374,251
XIRP1,0.000839298938533695,0.102941176470588,7.73475719650241e-07,17,1.168,9
XIRP2,0.00207356208343619,0.163763066202091,4.75560977324254e-05,38,0.928,22
XIST,0.000543075783757097,0.254545454545455,3.31950616116027e-07,11,,10
XK,0.000493705257960997,0.0888888888888889,8.21159686843356e-07,10,0.31,8
XKR3,0.000148111577388299,0.333333333333333,1.13171437723273e-07,3,0.93,2
XKR4,0.000394964206368798,0.0357142857142857,1.53250950017492e-07,8,0.192,3
XKR5,4.93705257960997e-05,0,0,1,,1
XKR6,0.000345593680572698,0.0476190476190476,5.84863891686256e-07,7,0.186,4
XKR7,4.93705257960997e-05,0,0,1,0.382,1
XKR8,0.000345593680572698,0.0476190476190476,3.05352672279542e-07,7,1.471,4
XKRX,0.000444334732164898,0.0555555555555556,8.17241518904292e-08,9,1.157,2
XKRY,4.93705257960997e-05,0,0,1,,1
XKRY2,4.93705257960997e-05,0,0,1,,1
XPA,0.00419649469266848,0.143137254901961,1.38228459513823e-05,67,0.972,51
XPC,0.00849173043692915,0.18733850129199,4.02017753437644e-05,109,0.782,90
XPNPEP1,0.00538138731177487,0.164118246687054,4.72849079833459e-05,77,0.399,35
XPNPEP2,0.000148111577388299,0,1.10509460325354e-08,3,1.107,3
XPNPEP3,0.00419649469266848,0.129411764705882,5.19626776626365e-05,66,0.879,40
XPO1,0.0738583065909652,0.0510695187165775,0.00379016191987811,147,0.051,269
XPO4,0.00533201678597877,0.0714780200761509,4.84224782902309e-05,71,0.143,34
XPO5,0.0119476672426561,0.0900174891121704,0.000141528413749507,119,0.253,101
XPO6,0.00454208837324118,0.0926899187768753,1.93619179841149e-05,71,0.082,30
XPO7,0.0542582078499136,0.0231391014517254,0.00312913598714523,131,0.12,56
XPOT,0.0117995556652678,0.117189972223199,7.61357478647936e-05,127,0.276,117
XPR1,0.010417180942977,0.108553373956218,7.38717941718183e-05,111,0.156,26
XRCC1,0.00868921254011355,0.145909090909091,7.73995013222555e-05,110,0.74,119
XRCC2,0.00123426314490249,0.12,6.55601487380503e-06,21,1.37,32
XRCC3,0.00878795359170575,0.0686853297784549,6.56439977570152e-05,100,1.721,38
XRCC4,0.00577635151814367,0.145741231948129,2.38408977722641e-05,85,1.094,53
XRCC5,0.0254258207849914,0.152801178648332,0.000327299761307509,147,0.147,417
XRCC6,0.0455689953098,0.120997971812185,0.00122519463804863,147,0.218,434
XRCC6BP1,0.00306097259935818,0.0338445267054469,1.37265707247357e-05,53,1.23,11
XRN1,0.0126388546038015,0.144178921568627,0.000288323358776972,127,0.197,89
XRN2,0.0170822019254505,0.203853564547206,9.55483329345841e-05,147,0.355,164
XRRA1,0.000444334732164898,0.194444444444444,7.09727560537182e-07,9,0.783,7
XXYLT1,0.00330782522833868,0.144278606965174,1.91879494075473e-05,59,1.111,25
XYLB,0.000592446309553197,0.136363636363636,9.09451450939227e-07,12,1.303,8
XYLT1,0.000691187361145396,0.131868131868132,1.71728763940694e-06,14,0.336,8
XYLT2,0.00256726734139719,0.0957767722473605,1.93638636417218e-05,45,0.341,10
YAE1D1,0.00133300419649469,0.108262108262108,5.01430348072962e-06,22,1.082,13
YAF2,0.00992347568501605,0.132338308457711,0.000103208288322107,111,0.494,40
YAP1,0.0559861762527771,0.0769834264979896,0.00177786427858986,147,0.19,216
YARS,0.00740557886941496,0.18076062639821,2.31975752105477e-05,113,0.624,81
YARS2,0.011404591458899,0.181931112365895,6.14667542058004e-05,116,1.264,51
YBEY,0.00478894100222167,0.0551975945017182,1.98212700191734e-05,65,1.918,13
YBX1,0.0368797827696865,0.16322663307385,0.000588541312559716,147,0.349,322
YBX2,0.0140705998518884,0.180380528786756,5.97512076644609e-05,127,0.15,24
YBX3,0.0194519871636633,0.178297877836763,0.000169116796477795,147,0.963,166
YDJC,0.000246852628980499,0.2,7.53373851835598e-08,5,1.005,5
YEATS2,0.00859047148852135,0.166101920138197,7.20376712806791e-05,102,0.28,70
YEATS4,0.00868921254011355,0.134415584415584,5.26292872315421e-05,93,1.189,67
YES1,0.018316465070353,0.0899832447002258,0.00035188818321124,130,0.65,106
YES1P1,4.93705257960997e-05,0,0,1,,1
YIF1A,0.00636879782769687,0.0700096899224806,0.000137242463181933,70,1.584,26
YIF1B,0.00444334732164898,0.101123595505618,3.94409472043305e-05,61,1.101,31
YIPF1,0.00281411997037768,0.119047619047619,3.9320031481115e-05,42,0.77,12
YIPF2,0.00217230313502839,0.153276955602537,1.13941787523882e-05,38,1.279,10
YIPF3,0.00962725253023945,0.0836373248744383,0.000132381196887941,78,0.56,21
YIPF4,0.00365341890891138,0.0899666790077749,2.17808382599176e-05,58,0.768,17
YIPF5,0.00651690940508516,0.148160999306038,2.14167577823991e-05,84,0.234,31
YIPF6,0.00656627993088126,0.0669856459330144,9.40212204405439e-05,66,0.406,18
YJEFN3,0.000493705257960997,0.0888888888888889,8.44193665065359e-07,10,1.272,4
YKT6,0.0116514440878795,0.186548864046159,6.98743755365625e-05,124,0.584,59
YLPM1,0.00799802517896816,0.258875853078752,7.83557077849274e-05,120,0.261,100
YME1L1,0.00957788200444335,0.136424336306821,8.48592774556351e-05,105,0.448,86
YOD1,0.0256233028881758,0.10894131125345,0.000268744553987797,147,0.786,39
YPEL1,0.000345593680572698,0.285714285714286,1.34501816306818e-07,7,0.658,3
YPEL2,0.000296223154776598,0.4,1.10407133079533e-07,6,0.316,4
YPEL3,0.00656627993088126,0.0657325131009341,9.6521989112699e-05,61,1.154,10
YPEL5,0.00375215996050358,0.153684210526316,2.70117094830299e-05,56,0.832,29
YRDC,0.00118489261910639,0.144927536231884,4.68786636175367e-06,23,1.324,15
YTHDC1,0.0196000987410516,0.0641681296593135,0.00160706513614908,128,0.094,77
YTHDC2,0.0103184398913848,0.243237026131763,6.4391128465806e-05,132,0.131,97
YTHDF1,0.0219698839792644,0.153689644700881,0.000360362878829641,147,0.241,86
YTHDF2,0.0223648481856332,0.208345542987751,0.000204513285007792,147,0.139,142
YTHDF3,0.0124413725006171,0.218143299816607,5.81203960447507e-05,127,0.22,87
YWHAB,0.0487780794865465,0.0627202211748684,0.00151026654293073,147,0.241,315
YWHAE,0.0577635151814367,0.0636821594905427,0.00249159907600769,147,0.235,367
YWHAEP7,4.93705257960997e-05,0,0,1,,1
YWHAG,0.0587509256973587,0.0512696920652197,0.00199934589417256,147,0.289,239
YWHAH,0.0533695383855838,0.04726761914551,0.00144788094258699,142,0.504,198
YWHAQ,0.0542582078499136,0.068074802229548,0.00192442927131615,147,0.499,359
YWHAZ,0.0594914835843002,0.0592423594932521,0.00281378679424276,147,0.357,403
YY1,0.0216736608244878,0.124587844936083,0.000422637744966229,136,0.198,154
YY1AP1,0.00276474944458158,0.102597402597403,9.86443831622128e-06,49,1.309,27
YY2,0.000641816835349297,0.448717948717949,9.19514578405688e-08,13,0.925,11
ZACN,0.00469019995062947,0.0309070548712206,3.1807603046843e-05,56,1.924,5
ZADH2,0.00162922735127129,0.145833333333333,1.0815225420062e-05,31,1.274,20
ZAK,0.00473957047642557,0.120833333333333,3.88333765538212e-05,66,,38
ZAN,9.87410515921995e-05,0,3.53619855485816e-09,2,1.051,2
ZAP70,0.00330782522833868,0.17774762550882,0.000121356587203622,50,0.364,76
ZAR1,9.87410515921995e-05,0,5.29213786888519e-09,2,1.297,2
ZAR1L,0.000789928412737596,0.0416666666666667,3.71261451936772e-07,15,0.688,1
ZBBX,0.00148111577388299,0.0137931034482759,3.08618067211793e-06,29,1.055,5
ZBED1,0.00454208837324118,0.0425226946966077,3.28931833896411e-05,62,0.782,21
ZBED2,0.000246852628980499,0.1,4.3626425238496e-08,5,1.784,4
ZBED3,0.000543075783757097,0.309090909090909,2.52048279682486e-07,11,1.909,10
ZBED4,0.00157985682547519,0.13508064516129,4.05352553366494e-06,32,0.405,19
ZBED5,0.000394964206368798,0.0357142857142857,1.56859506212155e-07,8,0.423,8
ZBED6,0.000394964206368798,0.0714285714285714,3.34326151728186e-07,8,0.625,8
ZBED6CL,0.000691187361145396,0.054945054945055,6.79910719738751e-08,14,1.88,3
ZBED8,0.000740557886941496,0.0571428571428571,9.15344141218157e-07,15,,7
ZBED9,0.000740557886941496,0.295238095238095,2.37819937615212e-06,14,,7
ZBP1,0.00197482103184399,0.114102564102564,2.81992276418558e-06,37,1.597,11
ZBTB1,0.00681313255986176,0.159949222469057,9.88275173161203e-05,98,0.262,30
ZBTB10,0.00755369044680326,0.123839009287926,7.04523567259817e-05,100,0.289,50
ZBTB11,0.00557886941495927,0.3301201011378,1.00388122181366e-05,102,0.541,34
ZBTB12,0.000394964206368798,0.107142857142857,1.32275896663012e-07,8,0.319,7
ZBTB14,0.00404838311528018,0.114122252333634,6.05793963780133e-05,67,0.645,27
ZBTB16,0.00844235991113306,0.0736154110767114,0.000175750225005322,90,0.193,72
ZBTB17,0.00212293260923229,0.215946843853821,9.7917896936577e-06,36,0.309,46
ZBTB18,0.00256726734139719,0.134238310708899,5.31648159272361e-05,46,0.179,19
