gene,degree_centrality,clustering_coeff,betweenness,kcore,loeuf,pubmed_count
ARG1,0.00701061466304616,0.187094196383978,5.65306047606683e-05,92,0.917,75
ARG2,0.000888669464329795,0.0980392156862745,1.50168526256006e-06,18,0.859,14
ARGFX,0.000394964206368798,0.214285714285714,3.05142514175403e-08,8,1.851,1
ARGLU1,0.00863984201431745,0.199934318555008,6.14781134616115e-05,119,0.394,75
ARHGAP1,0.0106640335719575,0.180792420327304,5.12297254929559e-05,124,0.409,73
ARHGAP10,0.00138237472229079,0.17989417989418,2.04297563773179e-06,28,0.932,26
ARHGAP11A,0.00345593680572698,0.204140786749482,2.88718864188595e-06,69,0.742,27
ARHGAP11B,0.00148111577388299,0.197701149425287,8.06471046439015e-07,30,1.559,4
ARHGAP12,0.00325845470254258,0.195804195804196,9.03757759552354e-06,57,0.596,25
ARHGAP15,0.00103678104171809,0.238095238095238,1.43541429939435e-06,21,0.903,14
ARHGAP17,0.00469019995062947,0.150951847704367,3.39986606396367e-05,76,0.442,35
ARHGAP18,0.00533201678597877,0.136033229491173,2.71913219871859e-05,75,0.859,18
ARHGAP19,0.00330782522833868,0.133876074174582,8.44234856203481e-06,61,1.097,19
ARHGAP20,0.00143174524808689,0.231527093596059,5.64396549103231e-07,29,0.431,9
ARHGAP21,0.00898543569489015,0.163560196709368,2.82441073720287e-05,124,0.203,54
ARHGAP22,0.00315971365095038,0.0724206349206349,1.16591638643401e-05,55,0.921,14
ARHGAP23,0.00306097259935818,0.156530936012692,7.17551099043516e-06,59,0.22,19
ARHGAP24,0.0236978523821279,0.0737734864300626,0.000848741331492703,145,0.833,5
ARHGAP25,0.00251789681560109,0.0533333333333333,3.43917291543336e-06,46,0.336,6
ARHGAP26,0.00320908417674648,0.0740384615384615,2.42937472721159e-05,51,0.276,27
ARHGAP27,0.000543075783757097,0.327272727272727,4.03372438790633e-07,11,0.567,8
ARHGAP28,0.000493705257960997,0.222222222222222,1.57200146362464e-07,10,0.856,8
ARHGAP29,0.00320908417674648,0.120192307692308,5.87452484545683e-06,62,0.249,33
ARHGAP30,0.000345593680572698,0.285714285714286,6.72212712864688e-08,7,0.209,6
ARHGAP31,0.00217230313502839,0.115221987315011,1.01487739258504e-06,44,0.192,12
ARHGAP32,0.00691187361145396,0.158992805755396,2.78181041233009e-05,103,0.254,55
ARHGAP33,0.000444334732164898,0.166666666666667,1.13478847295155e-07,9,0.406,9
ARHGAP35,0.00483831152801777,0.178413633494635,1.01128216731105e-05,84,0.057,51
ARHGAP36,0.00557886941495927,0.0687420986093553,1.31793712783946e-05,90,0.405,5
ARHGAP39,0.00552949888916317,0.152027027027027,1.47124634347136e-05,96,0.449,20
ARHGAP4,0.00128363367069859,0.0984615384615385,1.93679318302464e-06,26,0.313,14
ARHGAP40,0.000592446309553197,0.121212121212121,7.19537767602431e-07,11,0.812,4
ARHGAP42,0.00118489261910639,0.130434782608696,1.33781276881379e-06,23,0.155,10
ARHGAP44,0.00177733892865959,0.073015873015873,1.24013806319265e-05,35,0.22,15
ARHGAP5,0.00286349049617378,0.183303085299456,6.86865433442756e-06,53,0.263,36
ARHGAP6,0.000345593680572698,0.19047619047619,8.295965520197e-08,7,0.228,7
ARHGAP8,0.00118489261910639,0.152173913043478,1.45577559792949e-05,20,1.751,14
ARHGAP9,0.00217230313502839,0.108879492600423,4.6671390196295e-06,44,0.836,13
ARHGDIA,0.00893606516909405,0.180662983425414,4.76203382050053e-05,114,0.87,104
ARHGDIB,0.00202419155764009,0.0865853658536585,8.34940548671521e-06,36,1.297,24
ARHGDIG,0.000888669464329795,0.150326797385621,4.47908621733568e-07,18,0.367,10
ARHGEF1,0.00676376203406566,0.140618291112065,3.3765938025412e-05,95,0.342,59
ARHGEF10,0.00439397679585288,0.140960163432074,1.10954477082089e-05,75,0.976,30
ARHGEF10L,0.00296223154776598,0.110169491525424,2.14775032265975e-06,58,0.442,6
ARHGEF11,0.00340656627993088,0.121909633418585,2.05472084899035e-05,57,0.215,41
ARHGEF12,0.00473957047642557,0.170614035087719,2.84340650085609e-05,79,0.179,49
ARHGEF15,0.00232041471241669,0.106382978723404,1.82532805868225e-06,46,0.665,14
ARHGEF16,0.00459145889903728,0.141187470780739,1.03569963136997e-05,76,1.018,25
ARHGEF17,0.00236978523821279,0.230496453900709,1.83957147307611e-05,45,0.293,26
ARHGEF18,0.00167859787706739,0.285204991087344,1.07310232903204e-06,33,0.455,26
ARHGEF19,0.00266600839298939,0.0754716981132076,2.26380691243544e-06,51,1.151,6
ARHGEF2,0.0108121451493458,0.166813288090151,7.78859124360398e-05,124,0.156,128
ARHGEF25,0.00148111577388299,0.0758620689655173,2.26303630456811e-06,28,0.851,10
ARHGEF26,0.00212293260923229,0.120708748615725,4.10261068755379e-06,41,0.99,17
ARHGEF28,0.00143174524808689,0.315270935960591,1.98642806019547e-06,28,0.704,16
ARHGEF3,0.000789928412737596,0.15,7.11274449276422e-07,16,0.515,10
ARHGEF33,0.000197482103184399,0.166666666666667,3.24095677008616e-08,4,0.598,4
ARHGEF34P,4.93705257960997e-05,0,0,1,,1
ARHGEF35,0.000345593680572698,0.142857142857143,2.4867622507644e-07,7,,4
ARHGEF37,0.000296223154776598,0.2,3.29803403123628e-07,6,1.07,6
ARHGEF38,0.000246852628980499,0.1,4.6109804920246e-07,5,0.915,5
ARHGEF39,0.00271537891878549,0.0397306397306397,3.79693765517324e-06,51,1.278,9
ARHGEF4,0.00301160207356208,0.10327868852459,6.57891245652075e-06,56,0.553,15
ARHGEF40,0.00330782522833868,0.110809588421529,1.47058200108426e-05,58,0.5,31
ARHGEF5,0.00375215996050358,0.0957894736842105,2.9370261295082e-05,64,0.983,24
ARHGEF6,0.00429523574426068,0.113071371291099,2.01030123149467e-05,67,0.136,34
ARHGEF7,0.00602320414712417,0.130741091992955,5.03279854250997e-05,83,0.187,82
ARHGEF9,0.00133300419649469,0.145299145299145,1.55208632215349e-06,27,0.151,14
ARID1A,0.0109602567267341,0.222045574986752,6.32525072839728e-05,123,0.071,138
ARID1B,0.0103184398913848,0.157802723592197,7.41234811168533e-05,111,0.102,81
ARID2,0.00750431992100716,0.214360404322063,3.46535766218386e-05,99,0.096,71
ARID3A,0.00592446309553197,0.0952380952380953,6.12804623078178e-05,87,0.276,40
ARID3B,0.00557886941495927,0.151706700379267,3.13915813417757e-05,86,0.472,57
ARID3C,0.000444334732164898,0.111111111111111,7.05021701191413e-07,8,1.402,3
ARID4A,0.00340656627993088,0.261722080136402,8.16708793809246e-06,59,0.139,39
ARID4B,0.00957788200444335,0.1679931627584,7.38242385943614e-05,103,0.187,51
ARID5A,0.00646753887928906,0.0928948913681738,6.76803339416462e-05,65,0.35,9
ARID5B,0.00340656627993088,0.198635976129582,7.78366513332001e-06,63,0.11,44
ARIH1,0.0125401135522093,0.072826865021319,0.000211231402678884,107,0.166,80
ARIH2,0.0146136756356455,0.182455336692625,0.000164324912518232,147,0.283,56
ARIH2OS,9.87410515921995e-05,0,6.00823655742873e-10,2,,2
ARL1,0.00972599358183164,0.144203874443178,7.86800472164669e-05,114,0.696,81
ARL10,0.00942977042705505,0.0523009093414164,7.94534216336214e-05,103,1.229,12
ARL11,0.00212293260923229,0.053156146179402,5.04162107600956e-06,37,1.886,7
ARL13A,9.87410515921995e-05,0,5.33038628558959e-09,2,1.317,2
ARL13B,0.0159960503579363,0.0838015518098078,0.000401724724620051,112,1.037,31
ARL14,0.00572698099234757,0.0590704647676162,2.31790565762946e-05,79,1.892,6
ARL14EP,0.00153048629967909,0.187096774193548,3.40402145767341e-06,29,0.693,11
ARL15,0.00552949888916317,0.0604890604890605,2.86719957815438e-05,77,1.196,12
ARL16,0.00409775364107628,0.0408463120775786,6.2388558239663e-06,70,1.867,5
ARL17A,0.000839298938533695,0.0588235294117647,3.63775304775982e-06,17,,5
ARL2,0.00414712416687238,0.165232358003442,2.41978453394795e-05,65,1,53
ARL2-SNX15,4.93705257960997e-05,0,0,1,,1
ARL2BP,0.00187607998025179,0.0654338549075391,3.98820561855936e-06,36,1.351,17
ARL3,0.00375215996050358,0.148771929824561,1.67513976976403e-05,58,1.097,23
ARL4A,0.000789928412737596,0.108333333333333,5.48396190713434e-07,16,0.553,6
ARL4C,0.00666502098247346,0.0480928689883914,3.53888057066308e-05,84,0.632,7
ARL4D,0.00666502098247346,0.0682144831398563,1.71479554801874e-05,96,1.197,9
ARL5A,0.00390027153789188,0.107108081791626,1.2955403060078e-05,65,0.798,7
ARL5B,0.00276474944458158,0.0571428571428571,9.34405509209222e-06,47,1.048,7
ARL6,0.00172796840286349,0.117647058823529,3.61296438833236e-05,33,0.917,7
ARL6IP1,0.00651690940508516,0.0743696507055286,7.56600378302379e-05,72,0.777,38
ARL6IP4,0.00562823994075537,0.196553330228225,1.34000496594344e-05,95,0.95,72
ARL6IP5,0.00977536410762775,0.137978772496539,0.000196022697972788,112,1.254,66
ARL6IP6,0.00414712416687238,0.0748709122203098,2.65663511342482e-05,59,1.047,17
ARL8A,0.00483831152801777,0.117820324005891,2.32746983191004e-05,71,0.354,28
ARL8B,0.010417180942977,0.103272399006996,0.000160807729455903,105,0.649,53
ARL9,4.93705257960997e-05,0,0,1,0.862,1
ARMC1,0.00330782522833868,0.135232926277702,1.54810607428066e-05,53,0.466,22
ARMC10,0.00167859787706739,0.121212121212121,1.12804829175936e-05,31,1.097,14
ARMC10P1,4.93705257960997e-05,0,0,1,,1
ARMC12,0.00271537891878549,0.11043771043771,9.51189791676615e-06,48,1.053,3
ARMC2,0.000296223154776598,0.2,1.00250476280051e-07,6,0.79,6
ARMC3,0.000246852628980499,0,4.52646602096764e-07,5,0.906,4
ARMC4,0.00108615156751419,0.0476190476190476,8.03446447391354e-07,21,1.153,6
ARMC5,0.00977536410762775,0.12777521406963,4.08952139807184e-05,127,0.491,17
ARMC6,0.00735620834361886,0.101668782876837,7.9959414792414e-05,87,1.241,40
ARMC7,0.00399901258948408,0.0604938271604938,3.81839910095295e-05,58,1.214,16
ARMC8,0.0113058504073068,0.0968742817743048,0.000192274311154393,113,0.172,53
ARMC9,0.000987410515921995,0.0894736842105263,3.13475044503628e-06,20,1.053,11
ARMCX1,0.000641816835349297,0.192307692307692,2.14995527545072e-07,13,0.955,8
ARMCX2,0.00157985682547519,0.278225806451613,1.07455028135006e-06,32,0.581,16
ARMCX3,0.00691187361145396,0.167831449126413,7.78078518370733e-05,98,0.841,43
ARMCX4,0.000691187361145396,0.373626373626374,3.73755375196859e-07,13,0.122,8
ARMCX5,0.00143174524808689,0.135467980295567,2.84084166559491e-06,29,0.889,16
ARMCX5-GPRASP2,9.87410515921995e-05,0,9.42842464216955e-11,2,,2
ARMCX6,0.000296223154776598,0.266666666666667,6.83855999691941e-08,6,1.186,3
ARMS2,0.000296223154776598,0,1.54621527360339e-07,6,1.94,1
ARNT,0.0113058504073068,0.128284685512909,0.00012206101597835,124,0.279,149
ARNT2,0.00409775364107628,0.0910960916838084,2.60602374337413e-05,64,0.291,16
ARNTL,0.00483831152801777,0.192509993688197,2.24210080989794e-05,77,0.277,39
ARNTL2,0.00128363367069859,0.08,2.53084050899798e-06,23,0.878,9
ARPC1A,0.00533201678597877,0.245240567670474,1.75523299249199e-05,85,0.416,54
ARPC1B,0.0108121451493458,0.199028109421474,0.000151928706896326,126,0.645,95
ARPC2,0.00933102937546285,0.183102555442981,4.19052386119305e-05,114,0.168,112
ARPC3,0.00903480622068625,0.189575451870534,7.51308097695092e-05,120,0.683,98
ARPC3P1,4.93705257960997e-05,0,0,1,,1
ARPC4,0.00844235991113306,0.213003095975232,5.3496687727507e-05,115,0.265,120
ARPC4-TTLL3,0.00172796840286349,0.366386554621849,6.50410792728435e-06,32,1.077,17
ARPC5,0.00572698099234757,0.208245877061469,3.0858623101726e-05,88,0.526,71
ARPC5L,0.00409775364107628,0.341169556273876,7.42412174769153e-06,73,0.718,62
ARPIN,0.00123426314490249,0.12,4.01524504891456e-06,24,,19
ARPP19,0.00103678104171809,0.20952380952381,4.39884263819944e-06,20,0.608,16
ARPP21,9.87410515921995e-05,1,0,2,0.439,1
ARR3,0.000740557886941496,0.114285714285714,1.17041957872134e-05,13,0.589,12
ARRB1,0.0148111577388299,0.102408026755853,0.000353812939138974,131,0.262,102
ARRB2,0.02177240187608,0.109420737992167,0.000550457096050036,147,0.444,137
ARRDC1,0.00325845470254258,0.082983682983683,1.87710170647595e-05,53,1.198,24
ARRDC1-AS1,0.000148111577388299,0.333333333333333,2.97578071243428e-08,3,,3
ARRDC2,0.00256726734139719,0.131221719457014,1.46530442325652e-06,51,1.282,5
ARRDC3,0.0110589977783263,0.0655829596412556,6.80628167773104e-05,118,0.286,21
ARRDC4,0.00409775364107628,0.0852189244784014,5.43464992710011e-06,71,1.128,7
ARRDC5,0.00207356208343619,0.124274099883856,2.59750927881084e-06,37,1.454,5
ARSA,0.00365341890891138,0.073306182895224,3.33443304291363e-05,49,1.34,17
ARSB,0.00251789681560109,0.0996078431372549,2.19425536641129e-05,41,1.062,11
ARSD,9.87410515921995e-05,0,1.87676386710505e-07,2,0.858,2
ARSE,0.00123426314490249,0.00333333333333333,2.12635819757856e-06,24,0.492,3
ARSF,0.00153048629967909,0.0365591397849462,1.75934694845154e-06,31,1.549,3
ARSG,0.00182670945445569,0.036036036036036,9.40704194450844e-06,34,1.147,7
ARSH,0.000148111577388299,0,4.59286467268474e-09,3,1.394,1
ARSI,0.000246852628980499,0,6.05071738494456e-08,5,1.414,3
ARSJ,0.000246852628980499,0.2,4.12045103909749e-08,5,1.037,2
ARSK,0.00464082942483337,0.049645390070922,4.49928096942237e-05,54,1.084,10
ART1,0.000345593680572698,0.0476190476190476,2.37371380389565e-06,6,1.732,2
ART3,0.00138237472229079,0.00529100529100529,1.5144338570035e-06,28,1.425,6
ART4,0.000740557886941496,0.152380952380952,2.94202832736729e-06,14,1.072,8
ART5,0.00246852628980499,0.033469387755102,5.36461000042906e-06,41,1.077,3
ARTN,4.93705257960997e-05,0,0,1,1.025,1
ARV1,0.00311034312515428,0.0517153097798259,1.32111290768645e-05,51,1.255,12
ARVCF,0.00251789681560109,0.12078431372549,1.86290126981653e-05,42,0.823,27
ARVD4,4.93705257960997e-05,0,0,1,,1
ARX,0.00133300419649469,0.0968660968660969,1.21273441551018e-06,26,0.389,2
AS3MT,0.000246852628980499,0.1,1.06095037716807e-06,5,1.306,4
ASAH1,0.00394964206368798,0.128481012658228,3.2402487938376e-05,60,1.18,21
ASAH2,0.000197482103184399,0.333333333333333,4.55623047308241e-09,4,1.122,1
ASAH2B,9.87410515921995e-05,0,7.52723555162776e-09,2,1.697,2
ASAP1,0.00345593680572698,0.197101449275362,1.21626199840752e-05,59,0.188,52
ASAP2,0.00192545050604789,0.163292847503374,5.15136690464541e-06,34,0.22,32
ASAP3,0.00123426314490249,0.11,4.21817370040721e-06,23,0.711,15
ASB1,0.00167859787706739,0.114081996434938,3.82043675894257e-06,32,0.939,13
ASB10,0.00157985682547519,0.147177419354839,1.06432275386791e-06,32,1.619,8
ASB11,0.0121945198716366,0.0429544781277772,0.000124680452737224,115,1.611,5
ASB12,0.00172796840286349,0.0504201680672269,1.48251500556405e-06,34,1.68,4
ASB13,0.00157985682547519,0.125,5.18036111487948e-06,32,1.778,17
ASB14,0.00241915576400889,0.107993197278912,3.05177380762669e-06,45,1.691,3
ASB15,0.00162922735127129,0.121212121212121,1.41505970205445e-06,33,1.286,3
ASB16,0.000987410515921995,0.236842105263158,8.78398593489205e-08,20,1.587,3
ASB16-AS1,0.000148111577388299,0,9.44908077212214e-08,3,,3
ASB17,0.00113552209331029,0.193675889328063,2.00539160859802e-07,23,1.511,4
ASB18,0.00128363367069859,0.116923076923077,5.23038266662495e-07,26,1.641,4
ASB2,0.00212293260923229,0.258028792912514,1.67175031185877e-06,42,1.218,22
ASB3,0.00409775364107628,0.072289156626506,1.45836722686218e-05,65,0.899,21
ASB4,0.00157985682547519,0.161290322580645,1.64654933593038e-06,31,1.414,9
ASB5,0.00108615156751419,0.155844155844156,2.64337459984242e-07,22,1.498,1
ASB6,0.00473957047642557,0.130263157894737,2.33881689838429e-05,74,0.971,26
ASB7,0.00296223154776598,0.0677966101694915,1.66691311989128e-05,49,0.28,18
ASB8,0.00157985682547519,0.110887096774194,1.87709958776611e-06,30,1.327,16
ASB9,0.00217230313502839,0.0972515856236786,5.17614007237674e-06,40,0.578,21
ASCC1,0.00350530733152308,0.209255533199195,4.09918934792424e-06,65,1.317,42
ASCC2,0.00582572204393977,0.156598580327394,2.74168826108043e-05,86,0.446,55
ASCC3,0.00898543569489015,0.191002367797948,7.97622877548701e-05,122,0.568,100
ASCL1,0.00182670945445569,0.0495495495495496,6.08910025243908e-06,32,0.595,13
ASCL2,0.000394964206368798,0.535714285714286,2.69368465594885e-08,8,1.819,4
ASCL3,0.000493705257960997,0.244444444444444,8.80401051481772e-07,10,1.649,5
ASCL4,0.000740557886941496,0.0952380952380952,4.81993774010106e-07,15,1.831,5
ASCL5,9.87410515921995e-05,1,0,2,,1
ASF1A,0.0120957788200444,0.106088992974239,5.10146763229125e-05,107,0.485,67
ASF1B,0.00543075783757097,0.174478732276897,1.42468927803663e-05,81,1.531,45
ASGR1,0.00271537891878549,0.0612794612794613,2.76928297149018e-05,43,1.737,16
ASGR2,0.00434460627005678,0.0425809822361547,7.47066417985294e-05,54,1.53,13
ASH1L,0.00296223154776598,0.130508474576271,1.20235509981109e-05,56,0.062,34
ASH1L-AS1,4.93705257960997e-05,0,0,1,,1
ASH2L,0.0121945198716366,0.152694118034298,0.000191365714120266,125,0.213,136
ASIC1,0.00301160207356208,0.0950819672131147,1.95007509343918e-05,49,0.344,17
ASIC2,0.000691187361145396,0.120879120879121,1.30267619653753e-06,13,0.192,6
ASIC3,0.000345593680572698,0.0952380952380952,1.38174613996774e-07,7,0.828,4
ASIC4,0.00651690940508516,0.0446449225075179,7.09600004933401e-05,62,0.614,6
ASIC5,0.000394964206368798,0,1.24817605289126e-07,8,1.367,2
ASIP,0.000394964206368798,0,1.67261821489573e-07,8,1.576,1
ASL,0.00133300419649469,0.225071225071225,6.73396325320379e-06,26,0.936,15
ASMTL,0.00187607998025179,0.0753911806543385,1.31169201637461e-05,33,0.997,20
ASMTL-AS1,4.93705257960997e-05,0,0,1,,1
ASNA1,0.00543075783757097,0.141784820683903,0.000102297859920369,79,0.352,54
ASNS,0.00893606516909405,0.180601596071209,4.54929669882966e-05,116,0.74,94
ASNSD1,0.00138237472229079,0.259259259259259,1.22407337985116e-06,27,1.47,14
ASPA,0.000345593680572698,0.0476190476190476,6.23844018017262e-07,7,1.099,6
ASPDH,0.000641816835349297,0.0769230769230769,5.13091584070474e-07,13,1.409,5
ASPG,0.000691187361145396,0.021978021978022,8.8182513354456e-07,14,1.14,4
ASPH,0.0167366082448778,0.0963676668237594,0.000873466376385548,127,0.821,109
ASPHD1,0.000246852628980499,0.4,1.61523130009582e-07,5,0.996,5
ASPHD2,0.00177733892865959,0.0365079365079365,4.91299636971516e-06,29,0.541,5
ASPM,0.00725746729202666,0.0706364737675892,9.03194945723636e-05,85,0.743,51
ASPN,0.000197482103184399,0,2.81317322696851e-08,4,1.182,3
ASPRV1,0.00138237472229079,0.0582010582010582,2.71932597977926e-06,27,1.288,15
ASPSCR1,0.00399901258948408,0.131481481481482,2.86109008987412e-05,63,0.966,51
ASRGL1,0.00108615156751419,0.138528138528139,3.21687798772555e-06,20,1.391,12
ASS1,0.00957788200444335,0.133112547406656,0.000105016981425471,113,0.984,66
ASTE1,0.000740557886941496,0.019047619047619,5.4120045843002e-07,15,1.138,5
ASTL,0.000394964206368798,0.107142857142857,4.42719973859934e-07,8,1.132,4
ASTN1,0.000246852628980499,0.1,1.69842231621477e-08,5,0.212,5
ASTN2,0.000444334732164898,0.0833333333333333,4.96151821551622e-07,9,0.246,8
ASUN,0.00340656627993088,0.244671781756181,1.0465731332221e-05,60,0.346,42
ASXL1,0.0144161935324611,0.152214847243798,7.70854914155745e-05,144,0.794,45
ASXL2,0.0139224882745001,0.167007395068272,7.3378400106157e-05,144,0.146,41
ASXL3,0.00809676623056036,0.143648062247494,1.26637651067405e-05,121,0.199,13
ASZ1,0.000592446309553197,0,2.91769696549336e-07,12,0.961,3
ATAD1,0.00473957047642557,0.171052631578947,1.35386296816738e-05,79,0.754,45
ATAD2,0.00296223154776598,0.217514124293785,5.8703197830397e-06,56,0.273,45
ATAD2B,0.000839298938533695,0.272058823529412,4.11209066123974e-07,17,0.155,12
ATAD3A,0.0170328313996544,0.150084260195484,9.79732575070427e-05,145,0.827,208
ATAD3B,0.0115527030362873,0.125820769597594,6.66692885595271e-05,127,1.477,128
ATAD3C,0.00182670945445569,0.249249249249249,3.41018920696287e-06,34,1.174,25
ATAD5,0.00365341890891138,0.250647908182155,7.59131495752321e-06,70,0.208,44
ATAT1,0.00108615156751419,0.29004329004329,8.26348983766448e-07,22,0.816,15
ATCAY,0.000345593680572698,0.238095238095238,2.38145238543663e-07,7,0.446,6
ATE1,0.00404838311528018,0.0255947003914484,7.06548976430803e-05,46,0.479,20
ATF1,0.00271537891878549,0.117845117845118,1.14960310368669e-05,45,0.477,33
ATF2,0.0117501851394717,0.11133567350991,0.000149224013541199,127,0.283,108
ATF3,0.00444334732164898,0.181523096129838,2.46907249847894e-05,67,0.893,64
ATF4,0.00459145889903728,0.0839177185600748,4.5073486199021e-05,57,1.091,61
ATF5,0.000938039990125895,0.0760233918128655,2.36535472301475e-06,19,0.78,14
ATF6,0.00592446309553197,0.0785714285714286,9.4187979047674e-05,71,0.698,44
ATF6B,0.00325845470254258,0.0531468531468532,2.24453883645897e-05,50,0.7,17
ATF7,0.00320908417674648,0.171153846153846,1.22212228804201e-05,53,0.205,34
ATF7IP,0.00399901258948408,0.166358024691358,1.39264263615492e-05,69,0.213,46
ATF7IP2,0.000888669464329795,0.0980392156862745,3.03973744295819e-06,17,0.471,10
ATG10,0.000839298938533695,0.132352941176471,3.82218677885752e-06,16,1.356,10
ATG101,0.00439397679585288,0.113891726251277,1.4908990405883e-05,71,,30
ATG12,0.00424586521846458,0.0916552667578659,1.4011828806823e-05,71,1.74,45
ATG13,0.0101703283139965,0.251243192043571,3.28389544109375e-05,140,0.328,67
ATG14,0.017329054554431,0.0413024013024013,0.000180763746692291,124,0.465,73
ATG16L1,0.0561342878301654,0.0473710778302179,0.00186857529864536,147,0.319,93
ATG16L2,0.000543075783757097,0.254545454545455,1.95192642522357e-07,11,1.08,11
ATG2A,0.00207356208343619,0.121951219512195,6.73764080809882e-06,38,0.346,27
ATG2B,0.00464082942483337,0.117593228094258,2.70135104360809e-05,71,0.435,49
ATG3,0.00390027153789188,0.119117169750081,1.55637162326636e-05,62,0.718,49
ATG4A,0.00157985682547519,0.0443548387096774,1.19909829493438e-05,26,0.262,14
ATG4B,0.00602320414712417,0.282482048502913,2.55617479582315e-05,100,0.337,46
ATG4C,0.00187607998025179,0.0711237553342817,3.24732746893178e-06,33,1.405,8
ATG4D,0.000740557886941496,0.152380952380952,9.9410403912903e-07,15,0.717,9
ATG5,0.0204393976795853,0.0967704202781579,0.000167067266273435,143,0.295,79
ATG7,0.00938039990125895,0.0742411584516848,0.000112250590997191,92,0.936,62
ATG9A,0.0221179955566527,0.0409076382230745,0.000587287556800402,114,0.317,52
ATG9B,0.000987410515921995,0.157894736842105,1.4167815009832e-06,20,1.107,6
ATHL1,0.000246852628980499,0.3,1.61473261876827e-07,5,1.036,5
ATIC,0.00799802517896816,0.16532474503489,3.75307291495409e-05,106,1.248,78
ATL1,0.00261663786719329,0.425253991291727,2.28003158699403e-06,51,0.308,21
ATL2,0.00498642310540607,0.108316831683168,6.53250042928099e-05,69,0.502,28
ATL3,0.00938039990125895,0.0985240879977722,0.000135075048401266,101,0.904,48
ATM,0.015847938780548,0.0914914330218069,0.000285446020541389,125,0.71,272
ATMIN,0.000641816835349297,0.115384615384615,1.33313959873719e-06,13,0.771,12
ATN1,0.00893606516909405,0.0807243707796194,0.000111696630283975,90,0.194,46
ATOH1,0.00380153048629968,0.0666438824333561,4.04292445381047e-06,70,1.052,3
ATOH7,4.93705257960997e-05,0,0,1,1.661,1
ATOH8,9.87410515921995e-05,0,8.41588356699514e-08,2,0.379,2
ATOX1,0.00148111577388299,0.174712643678161,8.16681416717245e-06,26,1.065,22
ATP10A,0.000296223154776598,0.266666666666667,1.57261807612085e-07,6,0.427,6
ATP10B,0.000246852628980499,0,1.01393837547142e-07,5,1.025,5
ATP10D,0.000345593680572698,0.0952380952380952,2.15849530105923e-07,7,0.787,6
ATP11A,0.00202419155764009,0.152439024390244,1.78784681320322e-05,38,0.467,16
ATP11B,0.00128363367069859,0.0738461538461539,4.92402228304521e-06,24,0.406,10
ATP11C,0.00572698099234757,0.0509745127436282,7.10258775568961e-05,60,0.232,19
ATP12A,0.00888669464329795,0.0181253879577902,0.000194084541742975,68,0.815,14
ATP13A1,0.00982473463342385,0.081264910410639,0.000178201463519937,88,0.294,48
ATP13A2,0.00533201678597877,0.0290758047767394,9.30609037224261e-05,60,0.584,13
ATP13A3,0.00834361885954085,0.09305438151592,7.80551894413791e-05,81,0.22,14
ATP13A4,4.93705257960997e-05,0,0,1,0.947,1
ATP13A5,4.93705257960997e-05,0,0,1,1.287,1
ATP1A1,0.0273019007652432,0.171062976649108,0.000271991439597727,147,0.121,235
ATP1A2,0.00227104418662059,0.175845410628019,1.07367119261432e-05,39,0.495,29
ATP1A3,0.0116514440878795,0.0401009736747205,0.000261681345373013,84,0.062,35
ATP1A4,0.00138237472229079,0.105820105820106,4.11846747633676e-06,27,0.938,12
ATP1B1,0.00809676623056036,0.151578632350741,7.59708878400201e-05,103,0.153,64
ATP1B2,0.000987410515921995,0.278947368421053,1.21815491577125e-06,20,0.624,11
ATP1B3,0.0126388546038015,0.119117647058824,0.000170452863326165,126,0.683,77
ATP1B4,0.00291286102196988,0.0403272939801286,8.81091056744025e-06,43,0.919,7
ATP2A1,0.0204887682053814,0.0805424596938479,0.000318921073805124,124,0.833,44
ATP2A2,0.0176252777092076,0.161804047461681,0.000300916164643925,140,0.246,214
ATP2A3,0.0112071093557146,0.0368796538146661,0.000222679865078861,81,0.655,26
ATP2B1,0.012392001974821,0.159553784860558,0.000165319933761738,126,0.084,100
ATP2B2,0.00908417674648235,0.0324899025896888,0.000157613335251124,69,0.148,14
ATP2B3,0.00434460627005678,0.0540752351097179,5.31168467118064e-05,59,0.222,25
ATP2B4,0.00859047148852135,0.0784001063052289,0.000165090609365869,85,0.444,53
ATP2C1,0.00582572204393977,0.07083876575402,3.20344125846779e-05,77,0.182,41
ATP2C2,4.93705257960997e-05,0,0,1,1.838,1
ATP4A,0.00498642310540607,0.0728712871287129,7.6309176988969e-05,68,0.747,18
ATP4B,0.000345593680572698,0,3.37998381543229e-07,7,1.052,6
ATP5A1,0.0267588249814861,0.157041422539919,0.00053652473855227,147,0.182,290
ATP5B,0.0291286102196988,0.135023452562516,0.000827578447879295,147,0.309,267
ATP5C1,0.0209824734633424,0.155804661487236,0.000379589661422826,144,0.812,177
ATP5D,0.00701061466304616,0.193487164119469,4.45945160086295e-05,97,1.457,56
ATP5E,0.00301160207356208,0.126229508196721,5.23268581540722e-06,53,1.79,33
ATP5EP2,0.000592446309553197,0.0757575757575758,1.65327487549837e-07,12,1.786,9
ATP5F1,0.0167859787706739,0.136283185840708,0.000195741319385516,127,0.867,92
ATP5G1,0.00187607998025179,0.0483641536273115,5.23719503051925e-06,32,0.891,13
ATP5G2,0.000296223154776598,0,3.3619375100675e-07,6,1.659,6
ATP5G3,0.000938039990125895,0.064327485380117,4.60646863424345e-06,18,0.826,11
