pathway,reactome_id,n_genes,density,mean_loeuf,loeuf_variance,insularity,super_pathway,mean_paralog,mean_cds_length,clustering_score,mean_pubmed,regime,residual,mean_tau,mean_pli,complex_fraction
Downstream signal transduction,R-HSA-186763,29,0.330049261083744,0.388103448275862,0.0756940246305419,0.0291811846689896,Signal Transduction,15.1724137931034,2075.27586206897,0.00738916256157635,135.965517241379,Equilibrium,0.0398676310420464,0.290570560348522,0.719204340772414,0.758620689655172
Activation of G protein gated Potassium channels,R-HSA-1296041,29,0.17487684729064,1.02010344827586,0.316651667487685,0.077215878194671,Other,10.1724137931034,908.586206896552,0.00985221674876847,26.4137931034483,Equilibrium,0.039803868621147,0.606928204090943,0.380973348505385,0.310344827586207
G protein gated Potassium channels,R-HSA-1296059,29,0.17487684729064,1.02010344827586,0.316651667487685,0.077215878194671,Other,10.1724137931034,908.586206896552,0.00985221674876847,26.4137931034483,Equilibrium,0.039803868621147,0.606928204090943,0.380973348505385,0.310344827586207
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,R-HSA-997272,29,0.17487684729064,1.02010344827586,0.316651667487685,0.077215878194671,Other,10.1724137931034,908.586206896552,0.00985221674876847,26.4137931034483,Equilibrium,0.039803868621147,0.606928204090943,0.380973348505385,0.310344827586207
Ub-specific processing proteases,R-HSA-5689880,191,0.141923436041083,0.454685314685315,0.119392724219443,0.0688065843621399,Other,26.0104712041885,1700.19895287958,0.00300220750551876,152.006493506494,Equilibrium,0.0396399717479549,0.311115087250955,0.614335833664843,0.445026178010471
Co-stimulation by CD28,R-HSA-389356,50,0.154255319148936,0.475936170212766,0.149645234967623,0.0288940551311857,Immune System,11.8125,1832.5625,0.00277520814061055,110.5,Equilibrium,0.0395898378047815,0.395053938773548,0.654114675492042,0.56
Epigenetic regulation of gene expression,R-HSA-212165,294,0.0891474103585657,0.657725099601594,0.29290508812749,0.107773817551296,Other,17.4740484429066,2202.29065743945,0.00277290836653386,93.1513944223108,Equilibrium,0.0395778798595011,0.342535893271318,0.485235493885305,0.510204081632653
FCGR3A-mediated phagocytosis,R-HSA-9664422,142,0.0574938574938575,0.434847457627119,0.0767400280537697,0.0450462012320329,Other,55.5507246376812,1128.125,0.00350672121566336,64.4594594594595,Equilibrium,0.0395749111263036,0.644858842208134,0.59522011273051,0.295774647887324
Leishmania phagocytosis,R-HSA-9664417,142,0.0574938574938575,0.434847457627119,0.0767400280537697,0.0450462012320329,Other,55.5507246376812,1128.125,0.00350672121566336,64.4594594594595,Equilibrium,0.0395749111263036,0.644858842208134,0.59522011273051,0.295774647887324
Parasite infection,R-HSA-9664407,142,0.0574938574938575,0.434847457627119,0.0767400280537697,0.0450462012320329,Other,55.5507246376812,1128.125,0.00350672121566336,64.4594594594595,Equilibrium,0.0395749111263036,0.644858842208134,0.59522011273051,0.295774647887324
p75NTR signals via NF-kB,R-HSA-193639,16,0.375,0.5,0.1211736,0.012147388311513,Signal Transduction,7.5,1421.4375,0,266.625,Equilibrium,0.0394833171967308,0.282447002863196,0.571983709375,0.875
NRIF signals cell death from the nucleus,R-HSA-205043,16,0.266666666666667,0.6824375,0.2302574625,0.0113134170054799,Signal Transduction,5.75,1088.625,0,193.5625,Equilibrium,0.0394639638110044,0.292081741092227,0.514698812862399,0.875
SUMOylation of intracellular receptors,R-HSA-4090294,30,0.220689655172414,0.410733333333333,0.0717695126436782,0.0229472929365364,Other,10.8,1633,0.00229885057471264,117.733333333333,Equilibrium,0.0394598884163301,0.462332149361278,0.659589457142227,0.5
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,R-HSA-176407,20,0.636842105263158,0.6245,0.103759947368421,0.0602589641434263,Cell Cycle & DNA,5.25,1510.2,0,133.45,Equilibrium,0.0393661107363934,0.331176524962863,0.463808731401795,0.55
Signaling by TGF-beta Receptor Complex,R-HSA-170834,94,0.110729810112103,0.464329787234043,0.112146309425761,0.0297690438847372,Signal Transduction,11.6276595744681,2215.8829787234,0.00160146419583619,154.170212765957,Equilibrium,0.0392584255717414,0.341403602124595,0.593639846059892,0.680851063829787
Regulation of TP53 Expression and Degradation,R-HSA-6806003,37,0.220720720720721,0.497405405405405,0.126609247747748,0.0209431542954837,Other,11.027027027027,1949.91891891892,0.0015015015015015,240.72972972973,Equilibrium,0.0391587948398142,0.334735128526832,0.574172680810811,0.648648648648649
Cellular Senescence,R-HSA-2559583,166,0.113372093023256,0.507031746031746,0.159014254984127,0.051276432562726,Signal Transduction,11.6807228915663,1571.12195121951,0.00199975003124609,142.418604651163,Equilibrium,0.0390968356757607,0.359761332168673,0.606098561040259,0.481927710843373
CRMPs in Sema3A signaling,R-HSA-399956,16,0.133333333333333,0.38075,0.0460031333333333,0.0118343195266272,Other,12.6875,2786.25,0,72.9375,Equilibrium,0.0390073504461953,0.461658958100197,0.68787400582125,0.75
SARS-CoV-1 Infection,R-HSA-9678108,157,0.143446524912726,0.638739130434783,0.206880938749603,0.049480021893815,Other,7.11888111888112,1326.29370629371,0.00148101131915794,164.739130434783,Equilibrium,0.0387804059239585,0.297386685067568,0.533348927870422,0.56687898089172
SARS-CoV-1 targets host intracellular signalling and regulatory pathways,R-HSA-9735871,19,0.325,0.40425,0.0899743333333333,0.00659062103929024,Other,8.25,1447.6875,0,287.8125,Equilibrium,0.0387224398873019,0.283645297274445,0.7817851875,0.68421052631579
Negative regulation of the PI3K/AKT network,R-HSA-199418,121,0.0764462809917355,0.604834710743802,0.201701139118457,0.0422021139076876,Signal Transduction,15.4545454545455,1706.57851239669,0.00275482093663912,74.2644628099174,Equilibrium,0.0386464487492146,0.535188217359257,0.534817082745054,0.347107438016529
Activated NOTCH1 Transmits Signal to the Nucleus,R-HSA-2122948,31,0.142528735632184,0.545451612903226,0.206536522580645,0.0189139719341062,Signal Transduction,6.90322580645161,2033.70967741935,0.0021505376344086,93.2666666666667,Equilibrium,0.0385478590895031,0.356773401496239,0.521250237428012,0.451612903225806
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558,114,0.0810433162552399,0.594754385964912,0.187407903741655,0.0420476056224576,Signal Transduction,15.6842105263158,1673.57894736842,0.00294985250737463,75.5087719298246,Equilibrium,0.0384095250765406,0.548048094681097,0.542220924650539,0.350877192982456
Orc1 removal from chromatin,R-HSA-68949,58,0.461152882205514,0.49621052631579,0.123923669172932,0.0710836391732664,Cell Cycle & DNA,8.22413793103448,1329.31034482759,0.0018796992481203,202.789473684211,Equilibrium,0.0382940943438135,0.292055479489226,0.598320195531148,0.931034482758621
WNT ligand biogenesis and trafficking,R-HSA-3238698,26,0.0738461538461539,0.681153846153846,0.120651815384615,0.037037037037037,Signal Transduction,14.3076923076923,1117.38461538462,0.0123076923076923,17.9615384615385,Equilibrium,0.0382094328954118,0.625467802553929,0.348345704682262,0.192307692307692
S Phase,R-HSA-69242,150,0.17953667953668,0.57452027027027,0.167851489382239,0.0805244603871606,Cell Cycle & DNA,5.74666666666667,1535.88,0.000919286633572348,149.628378378378,Equilibrium,0.0379994705385306,0.350246256759583,0.52668357675125,0.846666666666667
Regulation of cholesterol biosynthesis by SREBP (SREBF),R-HSA-1655829,55,0.0632996632996633,0.549163636363636,0.168497843097643,0.0228016979987871,Metabolism,4.18181818181818,2674.47272727273,0.00269360269360269,83.7454545454546,Equilibrium,0.037888176775251,0.312527038025062,0.459026323443362,0.309090909090909
Signaling by BMP,R-HSA-201451,31,0.146236559139785,0.629,0.247647466666667,0.0395348837209302,Signal Transduction,12.6451612903226,1554.96774193548,0,73.9032258064516,Equilibrium,0.037880087705813,0.508417252175459,0.522809303492703,0.387096774193548
Nuclear Receptor transcription pathway,R-HSA-383280,53,0.146589259796807,0.447576923076923,0.10149444494721,0.0339552866027904,Other,10.4339622641509,1836.11320754717,0.00603318250377074,66.3396226415094,Equilibrium,0.037848519082525,0.534516319003248,0.595341937533496,0.320754716981132
N-Glycan antennae elongation,R-HSA-975577,15,0.0285714285714286,0.6304,0.127999542857143,0.00952380952380953,Other,6,1307.2,0,7.6,Equilibrium,0.0377742520363812,0.454851690376385,0.335806387772379,0
Switching of origins to a post-replicative state,R-HSA-69052,79,0.316017316017316,0.521705128205128,0.118882158674659,0.0769605060416836,Cell Cycle & DNA,7.72151898734177,1354.48101265823,0.000999000999000999,181.807692307692,Equilibrium,0.0377544168360014,0.301668416301184,0.581243915088787,0.835443037974684
SHC-mediated cascade:FGFR4,R-HSA-5654719,20,0.1,0.75255,0.133291734210526,0.00834064969271291,Signal Transduction,22.5,1074.6,0.0105263157894737,64.8,Equilibrium,0.0374729645399649,0.648861919353612,0.414138589000036,0.3
Nuclear Events (kinase and transcription factor activation),R-HSA-198725,61,0.0792349726775956,0.541344262295082,0.116299996174863,0.0293403480372319,Signal Transduction,9.83606557377049,1513.27868852459,0.00109289617486339,77.655737704918,Equilibrium,0.0374208528305403,0.400392472026752,0.563396410635285,0.39344262295082
Signaling by FGFR1,R-HSA-5654736,52,0.129411764705882,0.650627450980392,0.215175398431373,0.0249244712990937,Signal Transduction,15.8653846153846,1420.44230769231,0.00156862745098039,123.921568627451,Equilibrium,0.0374033964827291,0.442265955909096,0.470211782586724,0.480769230769231
Downstream signaling of activated FGFR3,R-HSA-5654708,25,0.193333333333333,0.62816,0.181755973333333,0.0194696206780799,Signal Transduction,20.24,1374.72,0,92.4,Equilibrium,0.0372170732559741,0.525538923038866,0.496303474008324,0.48
DARPP-32 events,R-HSA-180024,24,0.192028985507246,0.409913043478261,0.0563474466403162,0.0212467428342353,Signal Transduction,10.2916666666667,1402.875,0,91.4166666666667,Equilibrium,0.0371397439427897,0.353249520948278,0.625213919458696,0.541666666666667
Regulation of TP53 Activity through Acetylation,R-HSA-6804758,30,0.300492610837438,0.312310344827586,0.0310777216748769,0.0172255559477586,Other,10.3,2240.4,0.00492610837438424,238.965517241379,Equilibrium,0.0371096883761164,0.267573186985583,0.79130935862069,0.733333333333333
G beta:gamma signalling through PI3Kgamma,R-HSA-392451,25,0.233333333333333,1.03032,0.34368231,0.03659174072138,Signal Transduction,7.76,916.44,0.00666666666666667,57.68,Equilibrium,0.0369850979278595,0.48159095861014,0.405202429769892,0.4
NGF-stimulated transcription,R-HSA-9031628,39,0.0755735492577598,0.580025641025641,0.135813762483131,0.0200752823086575,Signal Transduction,7.56410256410256,1513.53846153846,0.00134952766531714,69.0512820512821,Equilibrium,0.0367626493850284,0.446157789871184,0.579853338428718,0.41025641025641
EPH-ephrin mediated repulsion of cells,R-HSA-3928665,51,0.139607843137255,0.513921568627451,0.13763843372549,0.0296641946504458,Other,23,2084.88235294118,0.00549019607843137,79.921568627451,Equilibrium,0.0366727391304318,0.451827357642229,0.554171470587095,0.411764705882353
Interleukin-6 family signaling,R-HSA-6783589,24,0.166666666666667,0.782666666666667,0.286977449275362,0.0332610267534346,Immune System,14.0833333333333,1753.375,0.0144927536231884,81.3333333333333,Equilibrium,0.0365218885590224,0.505003986848463,0.407752749915131,0.5
IRS-related events triggered by IGF1R,R-HSA-2428928,52,0.121417797888386,0.677711538461538,0.241620248491704,0.0350533420422382,Signal Transduction,18.7884615384615,1747.15384615385,0.00301659125188537,62.6346153846154,Equilibrium,0.0363803249111714,0.544743025765864,0.466164058876021,0.346153846153846
Regulation of gene expression in beta cells,R-HSA-210745,21,0.0476190476190476,0.686666666666667,0.221323433333333,0.00732869182850861,Other,15.6666666666667,1337.71428571429,0,39.7619047619048,Equilibrium,0.0363008423295979,0.800608348101057,0.451634844429857,0.380952380952381
Sensory processing of sound by inner hair cells of the cochlea,R-HSA-9662360,69,0.0526806526806527,0.658818181818182,0.208479474125874,0.0212465920842343,Other,13.3478260869565,3242.4347826087,0.000932400932400932,58.2424242424242,Equilibrium,0.0362439486521193,0.585850179938565,0.417907439441061,0.260869565217391
Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes,R-HSA-9851695,103,0.133693693693694,0.66016,0.262907460540541,0.0550241008527994,Other,9.84466019417476,2039.97087378641,0.0018018018018018,96.5733333333333,Equilibrium,0.03615467753318,0.377901845135916,0.444416875211418,0.466019417475728
Epigenetic regulation of gene expression by MLL3 and MLL4 complexes,R-HSA-9818564,103,0.133693693693694,0.66016,0.262907460540541,0.0550241008527994,Other,9.84466019417476,2039.97087378641,0.0018018018018018,96.5733333333333,Equilibrium,0.03615467753318,0.377901845135916,0.444416875211418,0.466019417475728
MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,R-HSA-9841922,103,0.133693693693694,0.66016,0.262907460540541,0.0550241008527994,Other,9.84466019417476,2039.97087378641,0.0018018018018018,96.5733333333333,Equilibrium,0.03615467753318,0.377901845135916,0.444416875211418,0.466019417475728
Signaling by FGFR,R-HSA-190236,91,0.101042502004812,0.68975,0.255308350574713,0.0327116957293064,Signal Transduction,13.9213483146067,1403.59550561798,0.0026123301985371,112.977011494253,Equilibrium,0.0361445845716464,0.423638783093346,0.455782662811145,0.516483516483517
Nuclear signaling by ERBB4,R-HSA-1251985,32,0.0866935483870968,0.686625,0.267595209677419,0.0121024486349564,Signal Transduction,9.90625,1575.375,0.00403225806451613,74.34375,Equilibrium,0.036107525459679,0.478668933497609,0.512395598810262,0.4375
Signaling by PDGF,R-HSA-186797,58,0.102843315184513,0.45148275862069,0.104924604960678,0.0321725965177896,Signal Transduction,20.5689655172414,2960.01724137931,0.00483968542044767,76.7931034482759,Equilibrium,0.0359338497310966,0.420992696574137,0.558946451671885,0.517241379310345
Signaling by FGFR2 in disease,R-HSA-5655253,43,0.159468438538206,0.812418604651163,0.298390106312292,0.0333333333333333,Other,13.5116279069767,1193.44186046512,0.0044296788482835,80.3488372093023,Equilibrium,0.0357155878115557,0.462102949617561,0.412445098069556,0.627906976744186
activated TAK1 mediates p38 MAPK activation,R-HSA-450302,23,0.292490118577075,0.710173913043478,0.211879150197628,0.0225266362252664,Immune System,13.4347826086957,1447.95652173913,0.00395256916996047,181.739130434783,Equilibrium,0.0356226084869182,0.300732635954949,0.432507653720939,0.652173913043478
Fcgamma receptor (FCGR) dependent phagocytosis,R-HSA-2029480,168,0.056318082788671,0.462702380952381,0.0974518742111302,0.047266410678369,Immune System,47.7636363636364,1399.35582822086,0.00200803212851406,75.7426470588235,Equilibrium,0.0355541378822329,0.602519704522073,0.565945955294634,0.327380952380952
Processing of Capped Intronless Pre-mRNA,R-HSA-75067,29,0.33743842364532,0.466896551724138,0.120421310344828,0.047478773176226,Other,2.41379310344828,1711.44827586207,0,89.5172413793104,Equilibrium,0.035512281413996,0.273447622705088,0.623102326018291,0.827586206896552
Downstream signaling of activated FGFR4,R-HSA-5654716,27,0.173789173789174,0.632,0.145520076923077,0.0199378983494035,Signal Transduction,19.6666666666667,1405.55555555556,0.0056980056980057,85.4444444444444,Equilibrium,0.035483833960197,0.560004789618688,0.482023002518545,0.444444444444444
Insulin receptor signalling cascade,R-HSA-74751,54,0.12858141160028,0.666018518518519,0.237051301537386,0.0349643705463183,Signal Transduction,18.8518518518519,1704.22222222222,0.00279524807826695,72.6666666666667,Equilibrium,0.0354170133532354,0.523733338598531,0.456571283454687,0.388888888888889
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,R-HSA-6804114,18,0.30718954248366,0.476166666666667,0.111001676470588,0.0110731534927553,Other,5.83333333333333,1696.83333333333,0.0065359477124183,279.666666666667,Equilibrium,0.0353571053542605,0.443241975350776,0.608666388889075,0.777777777777778
EPH-Ephrin signaling,R-HSA-2682334,92,0.110845676063067,0.502380434782609,0.144582480052556,0.041526826867141,Other,20.2173913043478,2215.72826086957,0.00358337314859054,88.6521739130435,Equilibrium,0.0351641533808625,0.402206036771425,0.590756069129803,0.489130434782609
