pathway,reactome_id,n_genes,density,mean_loeuf,loeuf_variance,insularity,super_pathway,mean_paralog,mean_cds_length,clustering_score,mean_pubmed,regime,residual,mean_tau,mean_pli,complex_fraction
Regulation of T cell activation by CD28 family,R-HSA-388841,258,0.0935550935550936,0.505960396039604,0.165720277030688,0.0611030498276069,Immune System,10.21875,1493.97907949791,0.00502438303531846,130.837837837838,Equilibrium,0.0502046258915479,0.373522040022454,0.612154578045698,0.523255813953488
C-type lectin receptors (CLRs),R-HSA-5621481,131,0.131809523809524,0.61318253968254,0.260124358412698,0.0566470203012443,Immune System,10.8372093023256,2789.06976744186,0.00462442194725659,149.912698412698,Equilibrium,0.0501147302346376,0.417950753892099,0.564090609612906,0.587786259541985
Influenza Viral RNA Transcription and Replication,R-HSA-168273,149,0.358540630182421,0.631335820895522,0.189239698406464,0.125180939146546,Other,1.16788321167883,1254.30656934307,0.00176893311221669,160.955555555556,Equilibrium,0.0499604902638829,0.245395112026365,0.573131737388932,0.718120805369128
PI3K/AKT Signaling in Cancer,R-HSA-2219528,113,0.0829646017699115,0.581460176991151,0.194098268489254,0.0400625739249876,Other,16.0619469026549,1773.90265486726,0.00347661188369153,85.1858407079646,Equilibrium,0.0499322315778268,0.537446784743318,0.570691700905581,0.424778761061947
Depolymerization of the Nuclear Lamina,R-HSA-4419969,15,0.238095238095238,0.461,0.068732,0.00946611132146914,Cell Cycle & DNA,14.4666666666667,1772.2,0,145.4,Equilibrium,0.0497241358807937,0.391552677655492,0.542718027635391,0.466666666666667
Signaling by Activin,R-HSA-1502540,17,0.191176470588235,0.445352941176471,0.0687432426470588,0.0206022187004754,Signal Transduction,14.8823529411765,1331.47058823529,0,88.1176470588235,Equilibrium,0.0496417579961305,0.442464272075137,0.615411239411765,0.529411764705882
Activation of BH3-only proteins,R-HSA-114452,30,0.204597701149425,0.597366666666667,0.244257205747126,0.0134167483229065,Other,4.23333333333333,1130.1,0,191.466666666667,Equilibrium,0.0493770918358239,0.36930293532482,0.650572870000522,0.533333333333333
Fc epsilon receptor (FCERI) signaling,R-HSA-2454202,197,0.080759401241329,0.439529914529915,0.102943371942234,0.0621872364351982,Immune System,41.0979381443299,1172.890625,0.00162098437960507,119.210843373494,Equilibrium,0.0490761739299019,0.532954863912978,0.643011370458249,0.441624365482233
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,R-HSA-5676594,17,0.257352941176471,0.7076875,0.2461343625,0.0184550487740575,Immune System,9.82352941176471,1203.35294117647,0.0166666666666667,66.8235294117647,Equilibrium,0.0490572286741647,0.590854727290129,0.416612350006004,0.647058823529412
Activation of BAD and translocation to mitochondria,R-HSA-111447,15,0.380952380952381,0.600533333333333,0.241940695238095,0.00911680911680912,Other,5.66666666666667,915.8,0,192.466666666667,Equilibrium,0.0489493476254039,0.286428908514319,0.63868224666771,0.733333333333333
G1/S DNA Damage Checkpoints,R-HSA-69615,67,0.363942307692308,0.4544,0.11238249375,0.0611643033167697,Cell Cycle & DNA,9.05970149253731,1318.5671641791,0.000961538461538462,233.815384615385,Equilibrium,0.0488708913687164,0.279946433799811,0.663867264643077,0.776119402985075
Dengue Virus-Host Interactions,R-HSA-9918481,258,0.142261904761905,0.488941964285714,0.156951229800609,0.0960726775736624,Other,9.85214007782101,1785.37354085603,0.00172165278667521,133.351111111111,Equilibrium,0.0488105017616208,0.281152549500314,0.602217588166914,0.631782945736434
Influenza Infection,R-HSA-168255,171,0.295361750775764,0.626891025641026,0.192093555789909,0.116715069377218,Other,2.25157232704403,1308.28301886792,0.00146986771190593,161.503184713376,Equilibrium,0.0487559845673083,0.256019363098612,0.565883263205877,0.695906432748538
FRS-mediated FGFR3 signaling,R-HSA-5654706,20,0.131578947368421,0.69305,0.198588576315789,0.0105864916366716,Signal Transduction,23.55,1058.55,0,67,Equilibrium,0.0485605939116614,0.57610956870199,0.511083123110406,0.35
Cellular response to starvation,R-HSA-9711097,161,0.286685256186825,0.668238410596027,0.179709529448124,0.139226846660037,Signal Transduction,1.55414012738854,1037.94230769231,0.00174276751481352,125.927631578947,Equilibrium,0.0485440315226632,0.256278374404352,0.554586461463445,0.571428571428571
Transcriptional regulation by small RNAs,R-HSA-5578749,45,0.558823529411765,0.787470588235294,0.391243389705882,0.026197862805929,Other,14.8222222222222,882.8,0,112,Equilibrium,0.0485229727530751,0.237823863523111,0.410781449071341,0.311111111111111
PINK1-PRKN Mediated Mitophagy,R-HSA-5205685,32,0.266666666666667,0.817551724137931,0.260131327586207,0.0198019801980198,Other,5.65625,1004.90625,0,185.1,Equilibrium,0.0485163775685308,0.198845537396386,0.439841875966851,0.46875
Nuclear events mediated by NFE2L2,R-HSA-9759194,88,0.218878248974008,0.58583908045977,0.209354229617749,0.0526454330086865,Signal Transduction,8.14942528735632,1573.34482758621,0.00187115744453355,184.43023255814,Equilibrium,0.0483936164097548,0.292014258185812,0.553624202374034,0.647727272727273
MITF-M-regulated melanocyte development,R-HSA-9730414,160,0.0744370860927152,0.593059602649007,0.226367669757174,0.0413722025912839,Other,9.3625,1991.62264150943,0.00114790286975717,108.887417218543,Equilibrium,0.0483743890352358,0.438416835091912,0.543138631757768,0.4375
Hedgehog 'on' state,R-HSA-5632684,73,0.265191146881288,0.47156338028169,0.117534592354125,0.059283915077366,Signal Transduction,10.4794520547945,1683.53424657534,0.00201207243460765,138.985915492958,Equilibrium,0.0483106350041435,0.317969664239662,0.626777906365791,0.602739726027397
Activation of HOX genes during differentiation,R-HSA-5619507,91,0.153358011634056,0.545258064516129,0.224257407720783,0.0373687262418659,Other,16.4945054945055,1684.87912087912,0.00898995240613432,111.822580645161,Equilibrium,0.0480773406077052,0.389266890354947,0.611930306112303,0.43956043956044
Activation of anterior HOX genes in hindbrain development during early embryogenesis,R-HSA-5617472,91,0.153358011634056,0.545258064516129,0.224257407720783,0.0373687262418659,Other,16.4945054945055,1684.87912087912,0.00898995240613432,111.822580645161,Equilibrium,0.0480773406077052,0.389266890354947,0.611930306112303,0.43956043956044
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,R-HSA-442742,28,0.185185185185185,0.355407407407407,0.0673671737891738,0.020621593754603,Other,19.25,2200.71428571429,0,81.8214285714286,Equilibrium,0.0479890105386845,0.480183256099442,0.707135404814815,0.464285714285714
FGFR2 mutant receptor activation,R-HSA-1839126,33,0.196969696969697,0.916515151515151,0.306295945075758,0.0497131931166348,Other,12.2424242424242,969.636363636364,0.00568181818181818,54.6363636363636,Equilibrium,0.0479238260821944,0.514761570640972,0.364962057545179,0.545454545454545
Interleukin-2 family signaling,R-HSA-451927,44,0.147991543340381,0.610931818181818,0.293256576638478,0.045879075864329,Immune System,11.8636363636364,1935.88636363636,0.0126849894291755,76.0227272727273,Equilibrium,0.0478117911519968,0.558356698079034,0.556198112543723,0.477272727272727
"Antigen processing: Ub, ATP-independent proteasomal degradation",R-HSA-9912633,19,0.970760233918129,0.512263157894737,0.101274760233918,0.0661091198725607,Immune System,16.3157894736842,745.578947368421,0.0116959064327485,134.894736842105,Equilibrium,0.0474675864654557,0.231048386166616,0.600056703642105,1
Regulation of actin dynamics for phagocytic cup formation,R-HSA-2029482,143,0.0519911504424779,0.457590163934426,0.0971332792349727,0.0392460932840272,Immune System,54.1428571428572,1135.53623188406,0.00327868852459016,69.4955752212389,Equilibrium,0.0473183288925273,0.636456729580743,0.590823284024592,0.286713286713287
Signaling by TGFB family members,R-HSA-9006936,161,0.068555900621118,0.510360759493671,0.156509633354834,0.040271823406002,Signal Transduction,10.7888198757764,1996.25316455696,0.00177376441183585,107.981366459627,Equilibrium,0.047141042036227,0.407692048316098,0.596431687012228,0.583850931677019
Transcriptional regulation of brown and beige adipocyte differentiation,R-HSA-9843743,31,0.239080459770115,0.463666666666667,0.247754988505747,0.0222436103090579,Other,9.86666666666667,2070.1,0.00229885057471264,157.1,Equilibrium,0.0470002832341954,0.400754145167175,0.68865096153723,0.548387096774194
Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,R-HSA-9844594,31,0.239080459770115,0.463666666666667,0.247754988505747,0.0222436103090579,Other,9.86666666666667,2070.1,0.00229885057471264,157.1,Equilibrium,0.0470002832341954,0.400754145167175,0.68865096153723,0.548387096774194
Ras activation upon Ca2+ influx through NMDA receptor,R-HSA-442982,20,0.252631578947368,0.365894736842105,0.0843912105263158,0.0193392425463336,Other,22.95,2387.55,0,67.8,Equilibrium,0.0469562184487862,0.544447902463007,0.741269948947369,0.45
TCR signaling,R-HSA-202403,113,0.157467818726856,0.513176470588235,0.160972067559697,0.0657802659202239,Immune System,12.2389380530973,1392.00900900901,0.0083478936128907,149.252336448598,Equilibrium,0.0469409451891836,0.384701615888339,0.601700642064096,0.619469026548673
SUMOylation,R-HSA-2990846,176,0.142827657378741,0.425135294117647,0.0924300940132266,0.0736784199598957,Other,7.55113636363636,2447.64204545455,0.00222763661677689,153.953216374269,Equilibrium,0.0465829235418773,0.373418238145037,0.60835260339876,0.602272727272727
Proteasome assembly,R-HSA-9907900,52,0.788235294117647,0.580529411764706,0.237995814117647,0.149142984343697,Other,7.76923076923077,1069.21153846154,0.00392156862745098,137.313725490196,Equilibrium,0.0465233844449507,0.243739114060094,0.597912614774322,0.846153846153846
EPHB-mediated forward signaling,R-HSA-3928662,42,0.209059233449477,0.39752380952381,0.0491084018583043,0.0287884846061575,Other,20.4047619047619,2175.14285714286,0.00348432055749129,106.880952380952,Equilibrium,0.0465183309030693,0.359757361562575,0.677975583598333,0.666666666666667
Activation of gene expression by SREBF (SREBP),R-HSA-2426168,42,0.0662020905923345,0.557476190476191,0.189878304297329,0.0205701912666907,Metabolism,3.97619047619048,2792.21428571429,0.00232288037166086,82.0952380952381,Equilibrium,0.0464877812152655,0.313102008587989,0.481180500717448,0.333333333333333
Ovarian tumor domain proteases,R-HSA-5689896,39,0.253200568990043,0.677026315789474,0.235199972261735,0.0146141215106732,Other,10.974358974359,1855.30769230769,0,219.131578947368,Equilibrium,0.0464417514825346,0.378975830114624,0.432964979413239,0.461538461538462
PI3K Cascade,R-HSA-109704,44,0.117336152219873,0.673863636363636,0.261145469344609,0.0390501319261214,Signal Transduction,17.9318181818182,1726.97727272727,0.00422832980972516,58.4318181818182,Equilibrium,0.0464408392366037,0.566253344766123,0.472913682535298,0.318181818181818
Cardiogenesis,R-HSA-9733709,27,0.0738461538461539,0.491153846153846,0.164173175384615,0.0105378704720088,Other,10.5185185185185,1443.55555555556,0,77.1153846153846,Equilibrium,0.0464013033680613,0.568269887099767,0.666175664656154,0.555555555555556
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,R-HSA-75035,15,0.514285714285714,0.551533333333333,0.169338123809524,0.0119257950530035,Cell Cycle & DNA,8.8,1102.4,0,229.666666666667,Equilibrium,0.0462858021831968,0.498144681547208,0.591333413426694,0.8
GABA receptor activation,R-HSA-977443,60,0.0701344243132671,0.761593220338983,0.266482107539451,0.0697877289909857,Other,20.3833333333333,1483.65,0.011104617182934,23.2372881355932,Equilibrium,0.0462744275325961,0.631267344104464,0.472296751244528,0.25
E3 ubiquitin ligases ubiquitinate target proteins,R-HSA-8866654,57,0.19047619047619,0.690651162790698,0.212551375415282,0.0288639033394865,Other,10.6607142857143,1315.07142857143,0.00110741971207087,167.720930232558,Equilibrium,0.0462637753618242,0.248834565385925,0.427894669974989,0.350877192982456
NOTCH3 Activation and Transmission of Signal to the Nucleus,R-HSA-9013507,25,0.141304347826087,0.58368,0.242149226666667,0.00988718468753961,Signal Transduction,7.84,2160.6,0,127.083333333333,Equilibrium,0.0461228732561284,0.347943165408705,0.517099716443535,0.56
Negative regulation of FGFR3 signaling,R-HSA-5654732,29,0.150246305418719,0.615689655172414,0.18374086453202,0.0145741249552025,Signal Transduction,17.4137931034483,1127.89655172414,0,162.413793103448,Equilibrium,0.0459511627563504,0.447026547996083,0.555067504931481,0.551724137931035
Amine ligand-binding receptors,R-HSA-375280,43,0.012012012012012,1.002,0.23806785,0.0134793597304128,Signal Transduction,18.6511627906977,1300,0.0146341463414634,7.40540540540541,Equilibrium,0.0457213598789845,0.800349205476817,0.205598074937727,0.13953488372093
Signaling by KIT in disease,R-HSA-9669938,20,0.521052631578947,0.4034,0.103708252631579,0.0246268656716418,Other,21.1,1965.9,0.0157894736842105,168.45,Equilibrium,0.045639446854096,0.346059036295557,0.707478756066792,0.8
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",R-HSA-9670439,20,0.521052631578947,0.4034,0.103708252631579,0.0246268656716418,Other,21.1,1965.9,0.0157894736842105,168.45,Equilibrium,0.045639446854096,0.346059036295557,0.707478756066792,0.8
Formation of tubulin folding intermediates by CCT/TriC,R-HSA-389960,26,0.550769230769231,0.629,0.212050333333333,0.0380891584211086,Other,19.5384615384615,1430.76923076923,0.0133333333333333,172.769230769231,Equilibrium,0.0455513272181883,0.511790907519984,0.553938377984373,0.538461538461538
TNFR2 non-canonical NF-kB pathway,R-HSA-5668541,88,0.223529411764706,0.620282352941177,0.256955419327731,0.0695333943275389,Immune System,9.72413793103448,1116.8275862069,0.00476190476190476,129.870588235294,Equilibrium,0.0454087298647247,0.412884950239894,0.566017584251719,0.602272727272727
Signaling by NODAL,R-HSA-1181150,23,0.136842105263158,0.694285714285714,0.296505014285714,0.0176390773405699,Other,15.0434782608696,1282.95652173913,0.00476190476190476,78.85,Equilibrium,0.0453112207440954,0.517419953498842,0.491008214952452,0.478260869565217
SUMO E3 ligases SUMOylate target proteins,R-HSA-3108232,170,0.148115299334812,0.42619512195122,0.0922489923686967,0.0719801731259653,Other,7.65882352941177,2476.83529411765,0.00216968427352985,157.284848484849,Equilibrium,0.0453096158919338,0.376421282299214,0.600343759010909,0.611764705882353
KEAP1-NFE2L2 pathway,R-HSA-9755511,120,0.175133485888635,0.576464285714286,0.19918771042471,0.0534512862297753,Signal Transduction,7.72881355932203,1639.91150442478,0.00193050193050193,174.921739130435,Equilibrium,0.0452934660859481,0.303026392353071,0.549791379731106,0.583333333333333
CD209 (DC-SIGN) signaling,R-HSA-5621575,21,0.185714285714286,0.55665,0.262937397368421,0.00761049858522783,Immune System,16.9047619047619,2015.42857142857,0,169.619047619048,Equilibrium,0.045259978958536,0.415066900937555,0.634633133000014,0.571428571428571
FRS-mediated FGFR4 signaling,R-HSA-5654712,22,0.108225108225108,0.691863636363636,0.151899742424242,0.0102375102375102,Signal Transduction,22.5454545454546,1125.13636363636,0.00865800865800866,60.7727272727273,Equilibrium,0.0452596927263712,0.613811255353305,0.492213485454578,0.318181818181818
The role of GTSE1 in G2/M progression after G2 checkpoint,R-HSA-8852276,66,0.371527777777778,0.546650793650794,0.187592779313876,0.0572192513368984,Cell Cycle & DNA,13.1363636363636,1202.81818181818,0.00256016385048643,215.90625,Equilibrium,0.0451589409318705,0.360102079897844,0.61647985177203,0.712121212121212
RAS processing,R-HSA-9648002,24,0.0978260869565217,0.66695652173913,0.111544134387352,0.0074792243767313,Signal Transduction,13.7083333333333,964,0,100.541666666667,Equilibrium,0.0451221808682151,0.316026089213742,0.413237195565217,0.333333333333333
RNA Polymerase II Transcription Termination,R-HSA-73856,67,0.241519674355495,0.473388059701493,0.130149816824966,0.0627865961199295,Other,4.25373134328358,1485,0.00135685210312076,100.059701492537,Equilibrium,0.0449625298930816,0.257814173825352,0.637425874895005,0.805970149253731
Adipogenesis,R-HSA-9843745,110,0.166326877336052,0.625862385321101,0.271625212368332,0.0787009124160939,Other,7.15596330275229,2266.51376146789,0.00169894665307509,106.137614678899,Equilibrium,0.044955258250678,0.376843121880872,0.515526278079267,0.645454545454546
Negative regulation of NMDA receptor-mediated neuronal transmission,R-HSA-9617324,21,0.228571428571429,0.3421,0.0454869368421053,0.0370656370656371,Other,19.0476190476191,2512.71428571429,0,59.1904761904762,Equilibrium,0.0448927391191832,0.5904884934991,0.7431046382265,0.380952380952381
Voltage gated Potassium channels,R-HSA-1296072,43,0.0670731707317073,0.616139534883721,0.169037646733112,0.067859346082665,Other,27.3488372093023,2059.53488372093,0.00996677740863787,9.60975609756098,Equilibrium,0.04487068267027,0.770455565596297,0.42737626896934,0.0930232558139535
Processing of Capped Intron-Containing Pre-mRNA,R-HSA-72203,296,0.162125144175317,0.523664310954064,0.168370585494825,0.155931498301324,Other,5,1748.29109589041,0.00180437561085633,112.916955017301,Equilibrium,0.0448452654333734,0.240924580142464,0.568398636328106,0.716216216216216
MITF-M-dependent gene expression,R-HSA-9856651,109,0.0932848736587054,0.566972222222222,0.20129828894081,0.0399955478054391,Other,8.6605504587156,2129.02777777778,0.00138456213222568,100.138888888889,Equilibrium,0.0447435158211131,0.423133239012612,0.543761844270656,0.477064220183486
Protein-protein interactions at synapses,R-HSA-6794362,88,0.0545977011494253,0.415886363636364,0.0819665156739812,0.0514334932939584,Other,14.1590909090909,2744.35227272727,0.00339602925809822,33.8068181818182,Equilibrium,0.0447276838767781,0.581082866389405,0.642794233747774,0.159090909090909
Constitutive Signaling by Aberrant PI3K in Cancer,R-HSA-2219530,86,0.101778385772914,0.60493023255814,0.199015383310534,0.0390407724195834,Other,18.2906976744186,1728.97674418605,0.00410396716826265,63.8023255813954,Equilibrium,0.044703746270602,0.618430263146243,0.549937440927101,0.337209302325581
Regulation of CDH1 Function,R-HSA-9764561,61,0.379310344827586,0.415758620689655,0.0959368880822747,0.0570373950872259,Other,10.8524590163934,1362,0.00120992135511192,202.101694915254,Equilibrium,0.0445806092482258,0.267553079821027,0.683083023595842,0.770491803278689
Rap1 signalling,R-HSA-392517,16,0.166666666666667,0.406066666666667,0.031057780952381,0.00761179828734539,Immune System,14.9375,1751.625,0.00833333333333333,94.0625,Equilibrium,0.0445494688780191,0.434327864324724,0.709928146666667,0.4375
Neurexins and neuroligins,R-HSA-6794361,57,0.0808270676691729,0.40119298245614,0.0774638370927318,0.0528688524590164,Other,12.2105263157895,2668.36842105263,0.0025062656641604,34.140350877193,Equilibrium,0.0443564238741496,0.587036107096334,0.650192443427756,0.210526315789474
SARS-CoV-1-host interactions,R-HSA-9692914,112,0.219261337073399,0.629161290322581,0.219548810659187,0.0433707085886025,Other,7.18367346938776,1162.07142857143,0.00163627863487611,200.150537634409,Equilibrium,0.0443126055387618,0.290927001569763,0.603064125872473,0.642857142857143
Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,R-HSA-9825892,18,0.215686274509804,0.523333333333333,0.198774941176471,0.0106969205834684,Other,9.55555555555556,1665,0,211.166666666667,Equilibrium,0.0440177192677681,0.43637424681157,0.628880233333333,0.611111111111111
Negative regulation of FGFR4 signaling,R-HSA-5654733,31,0.131182795698925,0.619838709677419,0.152296139784946,0.0142991092358181,Signal Transduction,17.0967741935484,1170.67741935484,0.0043010752688172,151.838709677419,Equilibrium,0.04385463994962,0.482110520503849,0.53883844712276,0.516129032258065
Recycling pathway of L1,R-HSA-437239,49,0.143385753931545,0.528478260869565,0.18222612173913,0.0235849056603774,Other,16.530612244898,1867.71428571429,0.00386473429951691,130.63829787234,Equilibrium,0.0437969190789889,0.4795147743442,0.580184440642449,0.346938775510204
Cell junction organization,R-HSA-446728,277,0.0648644782950726,0.569973913043478,0.192583204556674,0.0585718667764486,Other,14.4565217391304,1890.92565055762,0.00155686348965255,108.236286919831,Equilibrium,0.0437711997426654,0.420856806361731,0.541262199862077,0.411552346570397
AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274),R-HSA-9931269,55,0.463312368972746,0.490962962962963,0.116836111809923,0.0709812108559499,Immune System,7.41818181818182,1128.92727272727,0.00139762403913347,163.944444444444,Equilibrium,0.0436404973478371,0.234535128620276,0.60314321261375,0.709090909090909
mRNA Splicing - Minor Pathway,R-HSA-72165,53,0.367924528301887,0.687061224489796,0.256213517006803,0.063821752265861,Other,4.62264150943396,1439.16,0,114.924528301887,Equilibrium,0.0435912237014076,0.237056884113444,0.512757584240712,0.943396226415094
NR1H2 and NR1H3-mediated signaling,R-HSA-9024446,54,0.0816326530612245,0.608531914893617,0.27290729787234,0.018957345971564,Signal Transduction,5.74074074074074,2678.8085106383,0.0101757631822387,82.4285714285714,Equilibrium,0.0433826400473478,0.455825967953506,0.540262492358875,0.351851851851852
DNA Damage Recognition in GG-NER,R-HSA-5696394,38,0.351351351351351,0.510631578947368,0.144373806543386,0.0349363507779349,Cell Cycle & DNA,6.15789473684211,1555.81578947368,0.00142247510668563,173.421052631579,Equilibrium,0.0433731772210393,0.23563259479677,0.571070975741376,0.81578947368421
L1CAM interactions,R-HSA-373760,121,0.067511750462897,0.49182905982906,0.142967332596522,0.0338692390139336,Other,19.0578512396694,3030.37190082645,0.00353669319186561,96.2857142857143,Equilibrium,0.0430282680960135,0.517363514798895,0.522618860696704,0.371900826446281
Transcriptional regulation of white adipocyte differentiation,R-HSA-381340,84,0.220309810671256,0.669607142857143,0.261360651032702,0.0944649446494465,Other,6.36904761904762,2332.96428571429,0.00172117039586919,90.25,Equilibrium,0.0428069799736523,0.369178066118267,0.459379065053848,0.678571428571429
ESR-mediated signaling,R-HSA-8939211,192,0.0919408020857296,0.652900621118012,0.262208102562112,0.0472847734353433,Signal Transduction,11.15625,1564.19047619048,0.00201863354037267,121.33950617284,Equilibrium,0.0425900455711812,0.391849473092028,0.519889712762254,0.489583333333333
HDACs deacetylate histones,R-HSA-3214815,60,0.467741935483871,0.39175,0.121782258064516,0.0418508162713087,Other,14.7,1410.35,0.00403225806451613,159.59375,Equilibrium,0.0424815919338849,0.239463760861721,0.718890714309375,0.466666666666667
FGFR2 alternative splicing,R-HSA-6803529,28,0.341538461538462,0.666653846153846,0.309517675384615,0.0258409963915726,Signal Transduction,6.26923076923077,1335.92307692308,0.00307692307692308,129.076923076923,Equilibrium,0.0422861120598291,0.266504604358278,0.477279718309339,0.75
ABC transporter disorders,R-HSA-5619084,65,0.332837301587302,0.567765625,0.155095642609127,0.0692895497728212,Other,7.75384615384615,1796.58461538462,0.00248015873015873,137.375,Equilibrium,0.0422138202288509,0.328224824049265,0.495248801701681,0.646153846153846
Association of TriC/CCT with target proteins during biosynthesis,R-HSA-390471,39,0.201201201201201,0.534324324324324,0.159217225225225,0.0207414286819906,Other,11.4102564102564,1953.46153846154,0.0015015015015015,169.108108108108,Equilibrium,0.0419934048316141,0.34033063098763,0.562237361532775,0.512820512820513
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,R-HSA-2173796,36,0.19047619047619,0.479027777777778,0.151895799206349,0.0151095441954168,Signal Transduction,9.16666666666667,1649.41666666667,0.00158730158730159,187.694444444444,Equilibrium,0.0418714310814904,0.301973701822159,0.648771911944526,0.75
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321,22,0.298701298701299,0.656409090909091,0.225387777056277,0.0214053047929269,Immune System,11.9090909090909,1521.95454545455,0.00432900432900433,191.772727272727,Equilibrium,0.0417893752312656,0.293596018402804,0.49881224463,0.818181818181818
Regulation of insulin secretion,R-HSA-422356,78,0.0685980685980686,0.710571428571429,0.27285577443609,0.0431278132523815,Metabolism,12.5769230769231,2037.19230769231,0.00366300366300366,44.9871794871795,Equilibrium,0.0416835945351523,0.525643717075007,0.483664268434861,0.423076923076923
Uptake and actions of bacterial toxins,R-HSA-5339562,44,0.111111111111111,0.463071428571429,0.073766291005291,0.0133757961783439,Other,11.6551724137931,1492.86206896552,0.00793650793650794,103.035714285714,Equilibrium,0.0411542313365464,0.440465590568108,0.611007309542857,0.295454545454545
Signaling by FGFR in disease,R-HSA-1226099,63,0.119513484928609,0.693612903225807,0.263696864093073,0.0323319027181688,Other,14.6190476190476,1712.2380952381,0.00634584875727129,84.8548387096774,Equilibrium,0.0409917834175683,0.427395550158835,0.473871883532123,0.53968253968254
MAPK1/MAPK3 signaling,R-HSA-5684996,271,0.0552904621872052,0.540198501872659,0.159182768719552,0.071812056354268,Signal Transduction,16.8228782287823,1940.54612546125,0.00181675890211862,84.7100371747212,Equilibrium,0.0408399635896977,0.454623051178129,0.557971403315562,0.428044280442804
The role of Nef in HIV-1 replication and disease pathogenesis,R-HSA-164952,29,0.203703703703704,0.508392857142857,0.10930921031746,0.0281587127445603,Other,10.75,1590.21428571429,0,86.1071428571429,Equilibrium,0.0408393974233123,0.384402312433091,0.605783797194143,0.517241379310345
Mitochondrial biogenesis,R-HSA-1592230,95,0.0625978090766823,0.5697,0.146705662318841,0.0284748175831999,Other,4.49473684210526,1730.96842105263,0.00248447204968944,81.1944444444445,Equilibrium,0.040797683790831,0.334159155754012,0.490005404278427,0.189473684210526
IRS-mediated signalling,R-HSA-112399,48,0.125886524822695,0.6785,0.253215829787234,0.033749257278669,Signal Transduction,19.125,1701.8125,0.00354609929078014,61.125,Equilibrium,0.0407932514420403,0.542135899828309,0.466226126282357,0.354166666666667
Regulation of endogenous retroelements,R-HSA-9842860,111,0.15379746835443,0.757962962962963,0.389064386111111,0.0567458695779088,Other,37.2792792792793,1702.94594594595,0.0117283950617284,97.625,Equilibrium,0.0407346584609009,0.360319378366855,0.46271825929617,0.333333333333333
RAF/MAP kinase cascade,R-HSA-5673001,265,0.0551766174208342,0.542272030651341,0.160955952637784,0.0700480866665439,Signal Transduction,16.6792452830189,1941.38490566038,0.00181334269252142,83.3536121673004,Equilibrium,0.0406668505210941,0.454816387582183,0.558127022832537,0.426415094339623
FOXO-mediated transcription,R-HSA-9614085,66,0.100961538461538,0.639538461538462,0.195359002403846,0.02125828820165,Other,8.87878787878788,1589.68181818182,0.000961538461538462,134.615384615385,Equilibrium,0.040624985023962,0.41863119261011,0.51205636692847,0.590909090909091
Epigenetic regulation by WDR5-containing histone modifying complexes,R-HSA-9917777,135,0.151831501831502,0.568647619047619,0.224551172710623,0.0853846946132454,Other,8.74074074074074,2288.28888888889,0.00201465201465202,89.9904761904762,Equilibrium,0.0403804516164793,0.341317902943692,0.53089433330551,0.481481481481482
Assembly of the pre-replicative complex,R-HSA-68867,101,0.327073552425665,0.524472222222222,0.126964534428795,0.0748098434004474,Cell Cycle & DNA,11.3168316831683,1120.0396039604,0.00156494522691706,167.75,Equilibrium,0.0403500672198589,0.277220200248534,0.577806447318408,0.603960396039604
Signaling by FGFR3 in disease,R-HSA-5655332,22,0.19047619047619,0.657136363636364,0.193958218614719,0.0174016215147321,Other,20.9545454545455,1323.95454545455,0,82.6818181818182,Equilibrium,0.0402887261137484,0.555071313031958,0.493427352282187,0.454545454545455
Host Interactions of HIV factors,R-HSA-162909,126,0.186156763590392,0.45483185840708,0.0963825875474083,0.064108843537415,Other,8.01694915254237,1769.46610169492,0.00126422250316056,155.938053097345,Equilibrium,0.0402848467968111,0.285652680777813,0.614204300786101,0.587301587301587
MTOR signalling,R-HSA-165159,41,0.204878048780488,0.578731707317073,0.177483001219512,0.0397304008513657,Signal Transduction,6.68292682926829,1580.63414634146,0.00365853658536585,90.2926829268293,Equilibrium,0.0402811895011287,0.266940707898077,0.548031903997235,0.365853658536585
SHC-mediated cascade:FGFR3,R-HSA-5654704,18,0.117647058823529,0.760611111111111,0.182614369281046,0.00819112627986348,Signal Transduction,23.6111111111111,995,0,72.1666666666667,Equilibrium,0.0402131373501155,0.610865674629962,0.426429864567117,0.333333333333333
Signaling by FGFR2,R-HSA-5654738,75,0.12245696400626,0.697794520547945,0.293540165525114,0.029364855990243,Signal Transduction,13.013698630137,1274.79452054795,0.00266362252663623,131.388888888889,Equilibrium,0.0401350598324971,0.397938084577579,0.494693192618161,0.613333333333333
Transcriptional regulation of granulopoiesis,R-HSA-9616222,58,0.23448275862069,0.4662,0.114240027586207,0.016504854368932,Other,17.8448275862069,1168.34482758621,0,152.133333333333,Equilibrium,0.0400079601365077,0.458130042193028,0.662413836038408,0.396551724137931
