Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,library
Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628),Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628),-0.184963099630996,-0.780020860737532,0.878787878787879,1,0.878787878787879,,,PDE3B;LIF;NRG1;CCL21;JAM3;EPHA2;PTPN11;ADA;PIK3CG;TGFB2;CYP1B1;MUC1;RAC3;FOXC2;FERMT3;NCKAP1L;LYN;RET;ADAM9;SYK;PTK2;P2RY12;SFRP2;DPP4;SNAI2;EPHA8;EFNA1;SERPINE1,GO_Biological_Process_2023
Regulation Of Cell Communication (GO:0010646),Regulation Of Cell Communication (GO:0010646),0.26337529849319,0.736950082746448,0.855194123819517,1,0.855194123819517,,,CCNK;NUP62;YWHAG;GRK1;GRK4;GRK7;MGLL;CDK13,GO_Biological_Process_2023
Regulation Of Cell Cycle (GO:0051726),Regulation Of Cell Cycle (GO:0051726),0.557334480648623,1.75298352138654,2.94705696781857e-13,9.78259187928665e-12,2.94705696781857e-13,,,SIRT2;BMAL1;ACTL6A;BRD7;BOP1;PES1;WDR12;SIK1;RRP8;RNF40;PRCC;DR1;KAT14;MBIP;SGF29;TADA2A;YEATS2;ZZZ3;BTG4;SUV39H1;CDK11A;CDK11B;BRD8;DMAP1;ING3;ING4;JADE1;JADE2;JADE3;KAT7;MORF4L1;MORF4L2;MRGBP;VPS72;METTL3;PER2;TADA3;HCFC1;HNRNPU;NEK6;NEK7;NEK9;RPS15A;PLK1;CDK9;MCRS1;WDR5;EPC1;MARK4;CDC20;KAT2A;MASTL;BIRC7;ANAPC15;ANAPC16;YEATS4;ANAPC1;ANAPC10;ANAPC11;ANAPC2;ANAPC4;ANAPC5;ANAPC7;CDC16;CDC23;CDC26;CDC27;SIRT1;DLGAP5;TRRAP;INSM1;DHCR24;KAT2B;CDK7;TRIM32;ACTB;ACTR5;ACTR8;INO80;INO80B;INO80C;INO80D;INO80E;NFRKB;TFPT;EP400;RUVBL2;RUVBL1;FOXM1;FZR1;UHRF2;EIF4G2;RAD23A;YWHAE;TBX3;PKD1;PKD2;ING5;MEAF6;IRF1;PPP2R3B;TSC1;PPM1A;YY1;MEN1;NF2;LEP;JUND,GO_Biological_Process_2023
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),0.724017399045958,2.13171047900247,9.84400609274567e-13,3.0956808633766e-11,9.84400609274567e-13,,,PHF10;BCL7A;BCL7B;BCL7C;DPF2;SMARCC1;SMARCD1;PSME3;SMARCC2;SMARCD2;SMARCB1;SMARCE1;SMARCA2;ACTL6B;ARID2;PBRM1;DPF1;DPF3;SMARCD3;ACTL6A;BRD7;ARID1B;PSME1;ARID1A;SMARCA4;PAGR1,GO_Biological_Process_2023
Regulation Of Cell Cycle Phase Transition (GO:1901987),Regulation Of Cell Cycle Phase Transition (GO:1901987),0.565666781355193,1.35257479515227,0.0754060324825986,0.195585072417998,0.0754060324825986,,,ING4;PLK1;ERCC2;ERCC3;NEK11;FBXW7;DDB1;UBD;XPC;TRIM39;TAF1;TP53,GO_Biological_Process_2023
Regulation Of Cell Cycle Process (GO:0010564),Regulation Of Cell Cycle Process (GO:0010564),0.631553278006303,1.92532434803322,1.53397436242238e-11,3.98499861542335e-10,1.53397436242238e-11,,,PHF10;BCL7A;BCL7B;BCL7C;MYBBP1A;DPF2;SMARCC1;SMARCD1;SMARCC2;SMARCD2;SMARCB1;SMARCE1;SMARCA2;ACTL6B;ARID2;PBRM1;DPF1;DPF3;SMARCD3;ACTL6A;BRD7;ARID1B;RCC1;PRPF40A;RRP8;ARID1A;SMARCA4;AHCTF1;BORA;CEP250;BUB1;CCP110;AICDA;SETD2;RPL17;PLK1;NEK2;KIF13A;CETN2;KIF2B;KIF2C;MARK4;BBS4;AURKB;PKMYT1,GO_Biological_Process_2023
Regulation Of Cell Death (GO:0010941),Regulation Of Cell Death (GO:0010941),0.518484790843695,1.47020182703959,0.0160308509614369,0.0579632886502787,0.0160308509614369,,,EIF4G1;DHCR24;BNIP3L;PARK7;CRYAB;HBA1;SNCA;VPS4A;HBB;HSPA1B;TSC1;AXIN2;CHMP2B;CHMP3;CHMP4A;CHMP4C;CHMP6;CHMP7;CHMP2A;RAB29;CASP6;HBD;HBE1;HBG1;HBG2;SARM1;CHMP5;VPS4B,GO_Biological_Process_2023
Regulation Of Cell Development (GO:0060284),Regulation Of Cell Development (GO:0060284),0.603723258348592,1.71190178212571,0.000290406593447462,0.00179346707581249,0.000290406593447462,,,BHLHE41;BHLHE40;CLOCK;BMAL1;HLTF;KAT6B;PER2;RPS19;BRD1;BRPF1;ING5;KAT6A;MEAF6;HDAC9;HES5;YAP1;LEF1;HEYL;HES1;HEY1;HEY2;MYSM1;PTN;HMGB2;HES7,GO_Biological_Process_2023
Regulation Of Cell Differentiation (GO:0045595),Regulation Of Cell Differentiation (GO:0045595),0.538728260659383,1.67226587772999,3.52189281905279e-08,5.19587891205937e-07,3.52189281905279e-08,,,PHF10;BICRA;BICRAL;BRD9;BCL7A;BCL7B;BCL7C;SS18;SMARCC1;SMARCD1;SMARCC2;SMARCD2;SMARCB1;SMARCE1;SMARCA2;ACTL6B;ARID2;PBRM1;DPF1;DPF3;SMARCD3;ACTL6A;BRD7;ARID1B;SIK1;ARID1A;SMARCA4;CDK5RAP2;SUPT6H;NR1D1;CLASP1;CLASP2;PTBP1;CDK9;TRIP4;DDX5;GPS2;RORC;INSM1;MTA3;YWHAG;RBBP7;GATAD2A;GATAD2B;MBD3;MTA2;CHD3;MTA1;DDX17;FADS1;SUZ12;NEUROD1;HDAC2;HES5;RBBP4;CHD4;EIF2AK2;LEF1;CEBPD;HDAC1;HEY1;HEY2,GO_Biological_Process_2023
Regulation Of Cell Division (GO:0051302),Regulation Of Cell Division (GO:0051302),0.555770841005586,1.63034309836801,0.000233628196944195,0.00147505579227185,0.000233628196944195,,,SIRT2;PRPF40A;DR1;KAT14;MBIP;SGF29;TADA2A;YEATS2;ZZZ3;MLLT3;CCP110;TADA3;SETD2;PLK1;NCOA3;KIF13A;WDR5;CETN2;BBS4;AURKB;KAT2A;KAT2B;AURKA;UVRAG;RAB11FIP3;TXNIP;FLCN;BECN1;RAB11A;TAL1;SFN;MYC;PLK3;KLHL13;KLHL21;KLHL9;KIF20A;KIF18B,GO_Biological_Process_2023
